N[C@@H](Cc1ccccc1)C(=O)O
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
O=C(O)[C@@H](CO)OP(=O)(O)O
CC(=O)C(=O)O
O=C(O)c1cc(=O)[nH]c(=O)[nH]1
Nc1ncnc2nc[nH]c12
Cc1ncc(CO)c(CO)c1O
O=C(O)[C@@H](CO)OP(=O)(O)O
N[C@@H](CCS)C(=O)O
NC[C@H](O)c1ccc(O)c(O)c1
OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
O=P(O)(O)OP(=O)(O)O
C=C(OP(=O)(O)O)C(=O)O
C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
O=P(O)(O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
Cc1ncc(COP(=O)(O)O)c(C=O)c1O
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1
O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1CC(=O)O)C2
O=P(O)(O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
CCCCCC=CCC=CCCCCCCCC(=O)O
NCCCNCCCCNCCCN
O=C(CO)[C@@H](O)[C@H](O)CO
[13CH3]S[13CH2][13C@H]1O[13C@@H](n2cnc3c(N)ncnc32)[13C@H](O)[13C@@H]1O
CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O
OC[C@@H](O)C(O)[C@@H](O)CO
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
CCCCCCCCCCCCCCCC(=O)O
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O)c2C)c(N)n1
O=O
Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]3[C@H]2O)c(=O)[nH]1
N[C@@H](CS)C(=O)O
O=C[C@H](O)[C@H](O)COP(=O)(O)O
CNC[C@H](O)c1ccc(O)c(O)c1
O=C(O)CC(O)C(=O)O
Cc1ncc(CO)c(C=O)c1O
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O
[NH3+][C@@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)(O)O)O[C@@H]1O
OCC(O)CO
NCCc1ccc(O)c(O)c1
Cc1ncc(CO)c(CN)c1O
CSCC[C@H](N)C(=O)O
[C-]#[O+]
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
NCCO
NCCCCNCCCN
O=P(O)(O)OCC1OC(OP(=O)(O)OP(=O)(O)O)C(O)C1O
COc1cc(C(O)CN)ccc1O
NCCC[C@H](N)C(=O)O
C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O)c2C)NC1=O
Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]3[C@H]2O)c(=O)[nH]1
O=P(O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O
O=C1CC[C@@H](C(=O)O)N1
Cc1ncc(CO)c(C(=O)O)c1O
[Na+]
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
[H+]
[NH3+][C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1
NC(N)=O
CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
O=C=O
O=C(CO)[C@@H](O)[C@H](O)CO
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
O=C1O[C@H]([C@@H](O)CO)C(=O)C1=O
O=CO
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
CC(=O)C=O
C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
NCCc1ccc(O)c(O)c1
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
CC(=O)O
Cc1ncc(CO)c(C(=O)O)c1O
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
C[C@H](N)C(=O)O
CCCCCC=CCC=CCCCCCCCC(=O)O
COc1cc(C(O)CN)ccc1O
[Cl-]
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
O=C(O)/C=C/C(=O)O
CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
OO
NC(=O)c1cccnc1
O=C(O)O
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
C[C@@H](O)C(=O)O
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1
Cc1ncc(CO)c(CO)c1O
O=C(O)CCC(=O)C(=O)O
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O
C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
[Cl-]
C[N+](C)(C)CCOP(=O)(O)OCC(O)CO
COc1cc(CC[NH3+])ccc1O
NC(N)=O
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1
[NH4+]
O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
N[C@@H](CS)C(=O)O
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
[NH3+]CCCC[NH3+]
[Na+]
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
O=C(OP(=O)(O)O)[C@H](O)COP(=O)(O)O
[C-]#[O+]
OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O
CC(=O)N[C@@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
CCCCCC=CCC=CC=CC=CC1OC1CCCC(=O)O
[NH4+]
CNC[C@H](O)c1ccc(O)c(O)c1
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
C=CC1=C(C)c2cc3[n-]c(cc4[n-]c(cc5nc(cc1n2)C(C)=C5C=C)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C
[H+]
Cc1ncc(CO)c(C=O)c1O
