Source,Target,Type
rx_148,_hcphosphoribosylchccarboxyaminoimidazole_c,Directed
LcMalate_c,rx_149,Directed
Nicotinamide_adenine_dinucleotide_c,rx_149,Directed
rx_149,Hf_c,Directed
rx_149,Oxaloacetate_c,Directed
rx_149,Nicotinamide_adenine_dinucleotide_c_reduced_c,Directed
LcPhenylalanine_e,rx_150,Directed
Hf_e,rx_150,Directed
rx_150,Hf_c,Directed
rx_150,LcPhenylalanine_c,Directed
HhO_HhO_c,rx_151,Directed
LcCarnitine_e,rx_151,Directed
ATP_ChhHhhNhOhhPh_c,rx_151,Directed
rx_151,Hf_c,Directed
rx_151,LcCarnitine_c,Directed
rx_151,ADP_ChhHhhNhOhhPh_c,Directed
rx_151,Phosphate_c,Directed
COh_COh_e,rx_152,Directed
rx_152,COh_COh_c_sink,Directed
HhO_HhO_c,rx_153,Directed
Porphobilinogen_c,rx_153,Directed
rx_153,Hydroxymethylbilane_c,Directed
rx_153,Ammonium_c,Directed
Oh_Oh_e,rx_154,Directed
UDPcNcacetylmuramoylcLcalanine_c,rx_155,Directed
DcGlutamate_c,rx_155,Directed
ATP_ChhHhhNhOhhPh_c,rx_155,Directed
rx_155,Hf_c,Directed
rx_155,UDPcNcacetylmuramoylcLcalanylcDcglutamate_c,Directed
rx_155,ADP_ChhHhhNhOhhPh_c,Directed
rx_155,Phosphate_c,Directed
DcGlucosamine_hcphosphate_c,rx_156,Directed
rx_156,DcGlucosamine_hcphosphate_c,Directed
Hf_c,rx_157,Directed
Nicotinamide_adenine_dinucleotide_c_reduced_c,rx_157,Directed
CrotonoylcCoA_c,rx_157,Directed
rx_157,Nicotinamide_adenine_dinucleotide_c,Directed
rx_157,ButanoylcCoA_c,Directed
Ammonium_e,rx_158,Directed
Potassium_c,rx_158,Directed
rx_158,Potassium_e,Directed
rx_158,Ammonium_c,Directed
TetradecanoylcCoA_dncChhjhCoAe_c,rx_159,Directed
AcetylcCoA_c,rx_159,Directed
rx_159,Coenzyme_A_c,Directed
rx_159,_hcOxohexadecanoylcCoA_c,Directed
LcGlutamate_e,rx_160,Directed
Hf_e,rx_160,Directed
rx_160,Hf_c,Directed
rx_160,LcGlutamate_c,Directed
AcetylcCoA_c,rx_161,Directed
ButanoylcCoA_c,rx_161,Directed
rx_161,Coenzyme_A_c,Directed
rx_161,_hcOxohexanoylcCoA_c,Directed
Hf_c,rx_162,Directed
Oh_Oh_c,rx_162,Directed
Coproporphyrinogen_III_c,rx_162,Directed
rx_162,Protoporphyrinogen_IX_c,Directed
rx_162,HhO_HhO_c,Directed
rx_162,COh_COh_c_sink,Directed
Nicotinate_e,rx_163,Directed
rx_163,Nicotinate_c,Directed
Sedoheptulose_hcphosphate_c,rx_164,Directed
rx_164,DcGlycerocDcmannocheptose_hcphosphate_c,Directed
LcAspartate_c,rx_165,Directed
Carbamoyl_phosphate_c,rx_165,Directed
rx_165,Hf_c,Directed
rx_165,NcCarbamoylcLcaspartate_c,Directed
rx_165,Phosphate_c,Directed
_hcdcytidine_hicdiphosphoechcCcmethylcDcerythritol_c,rx_166,Directed
ATP_ChhHhhNhOhhPh_c,rx_166,Directed
rx_166,Hf_c,Directed
rx_166,_hcphosphochcdcytidine_hicdiphosphoechcCcmethylcDcerythritol_c,Directed
rx_166,ADP_ChhHhhNhOhhPh_c,Directed
TetradecanoylcCoA_dncChhjhCoAe_c,rx_167,Directed
Nicotinamide_adenine_dinucleotide_c,rx_167,Directed
rx_167,Hf_c,Directed
rx_167,TranscTetradecchcenoylcCoA_c,Directed
rx_167,Nicotinamide_adenine_dinucleotide_c_reduced_c,Directed
Sodium_c,rx_168,Directed
Hf_e,rx_168,Directed
rx_168,Sodium_e,Directed
rx_168,Hf_c,Directed
Menaquinone_h_c,rx_169,Directed
dSecDihydroorotate_c,rx_169,Directed
rx_169,Menaquinol_h_c,Directed
rx_169,Orotate_ChHhNhOh_c,Directed
HhO_HhO_c,rx_170,Directed
ATP_ChhHhhNhOhhPh_c,rx_170,Directed
rx_170,Hf_c,Directed
rx_170,ADP_ChhHhhNhOhhPh_c,Directed
rx_170,Phosphate_c,Directed
LcIsoleucine_c,rx_171,Directed
_hcOxoglutarate_c,rx_171,Directed
rx_171,dSechcMethylchcoxopentanoate_c,Directed
rx_171,LcGlutamate_c,Directed
ATP_ChhHhhNhOhhPh_c,rx_172,Directed
DcTagatose_hcphosphate_c,rx_172,Directed
rx_172,Hf_c,Directed
rx_172,DcTagatose_hghcbiphosphate_c,Directed
rx_172,ADP_ChhHhhNhOhhPh_c,Directed
Hf_c,rx_173,Directed
_hcOxodecanoylcCoA_c,rx_173,Directed
Nicotinamide_adenine_dinucleotide_c_reduced_c,rx_173,Directed
rx_173,dSechcHydroxydecanoylcCoA_c,Directed
rx_173,Nicotinamide_adenine_dinucleotide_c,Directed
DcFructose_e,rx_174,Directed
LcCysteine_e,rx_175,Directed
Sodium_e,rx_176,Directed
LcProline_e,rx_176,Directed
rx_176,LcProline_c,Directed
rx_176,Sodium_c,Directed
Coenzyme_A_c,rx_177,Directed
OcSuccinylbenzoate_c,rx_177,Directed
ATP_ChhHhhNhOhhPh_c,rx_177,Directed
rx_177,Diphosphate_c,Directed
rx_177,AMP_ChhHhhNhOhP_c,Directed
rx_177,OcSuccinylbenzoylcCoA_c,Directed
DcMannitol_e,rx_178,Directed
Phosphoenolpyruvate_c,rx_178,Directed
rx_178,DcMannitol_hcphosphate_c,Directed
rx_178,Pyruvate_c,Directed
HhO_HhO_c,rx_179,Directed
LcCysteine_e,rx_179,Directed
ATP_ChhHhhNhOhhPh_c,rx_179,Directed
rx_179,Hf_c,Directed
rx_179,LcCysteine_c,Directed
rx_179,ADP_ChhHhhNhOhhPh_c,Directed
rx_179,Phosphate_c,Directed
LcGlutamine_c,rx_180,Directed
DcFructose_hcphosphate_c,rx_180,Directed
rx_180,DcGlucosamine_hcphosphate_c,Directed
rx_180,LcGlutamate_c,Directed
HhO_HhO_c,rx_181,Directed
_hcPhosphoglycolate_c,rx_181,Directed
rx_181,Glycolate_ChHhOh_c,Directed
rx_181,Phosphate_c,Directed
AcetylcCoA_c,rx_182,Directed
rx_182,Coenzyme_A_c,Directed
rx_182,AcetoacetylcCoA_c,Directed
AlphacDcRibose_hcphosphate_c,rx_183,Directed
ATP_ChhHhhNhOhhPh_c,rx_183,Directed
rx_183,Hf_c,Directed
rx_183,AMP_ChhHhhNhOhP_c,Directed
rx_183,_hcPhosphocalphacDcribose_hcdiphosphate_c,Directed
Ethanol_e,rx_184,Directed
rx_184,Ethanol_c,Directed
ITP_ChhHhhNhOhhPh_c,rx_185,Directed
Uridine_c,rx_185,Directed
rx_185,Hf_c,Directed
rx_185,UMP_ChHhhNhOhP_c,Directed
rx_185,IDP_ChhHhhNhOhhPh_c,Directed
UDPglucose_c,rx_186,Directed
rx_186,UDPgalactose_c,Directed
Dihydroneopterin_c,rx_187,Directed
rx_187,_hchydroxymethyl_dihydropterin_c,Directed
rx_187,Glycolaldehyde_c,Directed
DTDP_ChhHhhNhOhhPh_c,rx_188,Directed
ATP_ChhHhhNhOhhPh_c,rx_188,Directed
rx_188,ADP_ChhHhhNhOhhPh_c,Directed
rx_188,DTTP_ChhHhhNhOhhPh_c,Directed
_hcAminochchydroxychcderythrochghghctrihydroxypropyledihydropteridine_triphosphate_c,rx_189,Directed
HhO_HhO_c,rx_189,Directed
rx_189,Hf_c,Directed
rx_189,Diphosphate_c,Directed
rx_189,Dihydroneopterin_monophosphate_c,Directed
Hf_c,rx_190,Directed
Orotidine_hicphosphate_c,rx_190,Directed
rx_190,UMP_ChHhhNhOhP_c,Directed
rx_190,COh_COh_c_sink,Directed
Uroporphyrinogen_III_c,rx_191,Directed
ScAdenosylcLcmethionine_c,rx_191,Directed
rx_191,Hf_c,Directed
rx_191,Dihydrosirohydrochlorin_c,Directed
rx_191,ScAdenosylcLchomocysteine_c,Directed
GTP_ChhHhhNhOhhPh_c,rx_192,Directed
_R__Mevalonate_ChHhhOh_c,rx_192,Directed
rx_192,Hf_c,Directed
rx_192,GDP_ChhHhhNhOhhPh_c,Directed
rx_192,_R__h_Phosphomevalonate_ChHhhOhP_c,Directed
HhO_HhO_c,rx_193,Directed
COh_COh_c_source,rx_193,Directed
rx_193,Hf_c,Directed
rx_193,Bicarbonate_c,Directed
_hcDemethylmenaquinone_h_c,rx_194,Directed
Glycerol_hcphosphate_c,rx_194,Directed
rx_194,_hcDemethylmenaquinol_h_c,Directed
rx_194,Dihydroxyacetone_phosphate_c,Directed
DcGlucose_hcphosphate_c,rx_195,Directed
rx_195,DcFructose_hcphosphate_c,Directed
Ornithine_c,rx_196,Directed
_hcOxoglutarate_c,rx_196,Directed
rx_196,LcGlutamate_hcsemialdehyde_c,Directed
rx_196,LcGlutamate_c,Directed
HhO_HhO_c,rx_197,Directed
Glycerophosphoglycerol_c,rx_197,Directed
rx_197,Hf_c,Directed
rx_197,Glycerol_c,Directed
rx_197,Glycerol_hcphosphate_c,Directed
_hcdFormamidoecNhcdhcphosphocDcribosyleacetamidine_c,rx_198,Directed
ATP_ChhHhhNhOhhPh_c,rx_198,Directed
rx_198,Hf_c,Directed
rx_198,_hcaminochcdhcphosphocDcribosyleimidazole_c,Directed
rx_198,ADP_ChhHhhNhOhhPh_c,Directed
rx_198,Phosphate_c,Directed
_hchydroxymethyl_dihydropterin_c,rx_199,Directed
ATP_ChhHhhNhOhhPh_c,rx_199,Directed
rx_199,Hf_c,Directed
rx_199,AMP_ChhHhhNhOhP_c,Directed
rx_199,_hchydroxymethylcdihydropterin_pyrophosphate_c,Directed
Hf_c,rx_200,Directed
ATP_ChhHhhNhOhhPh_c,rx_200,Directed
Nicotinate_Dcribonucleotide_c,rx_200,Directed
rx_200,Diphosphate_c,Directed
rx_200,DeaminocNADf_c,Directed
DcMannitol_e,rx_201,Directed
Hf_c,rx_202,Directed
Nicotinamide_adenine_dinucleotide_phosphate_c_reduced_c,rx_202,Directed
_hghcDihydrofolate_c,rx_202,Directed
rx_202,_hghghghcTetrahydrofolate_c,Directed
rx_202,Nicotinamide_adenine_dinucleotide_phosphate_c,Directed
Hf_c,rx_203,Directed
Nicotinamide_adenine_dinucleotide_c_reduced_c,rx_203,Directed
AcetoacetylcCoA_c,rx_203,Directed
rx_203,Nicotinamide_adenine_dinucleotide_c,Directed
rx_203,dSechcHydroxybutanoylcCoA_c,Directed
dSechcHydroxytetradecanoylcCoA_c,rx_204,Directed
rx_204,TranscTetradecchcenoylcCoA_c,Directed
rx_204,HhO_HhO_c,Directed
_hcPhosphocDcglycerate_c,rx_205,Directed
Nicotinamide_adenine_dinucleotide_c,rx_205,Directed
rx_205,Hf_c,Directed
rx_205,Nicotinamide_adenine_dinucleotide_c_reduced_c,Directed
rx_205,_hcPhosphohydroxypyruvate_c,Directed
HhO_HhO_c,rx_206,Directed
Glycerol_hcphosphate_e,rx_206,Directed
ATP_ChhHhhNhOhhPh_c,rx_206,Directed
rx_206,Hf_c,Directed
rx_206,Glycerol_hcphosphate_c,Directed
rx_206,ADP_ChhHhhNhOhhPh_c,Directed
rx_206,Phosphate_c,Directed
LcValine_e,rx_207,Directed
_hcMethylchcdhchydroxyethylecthiazole_c,rx_208,Directed
ATP_ChhHhhNhOhhPh_c,rx_208,Directed
rx_208,Hf_c,Directed
rx_208,ADP_ChhHhhNhOhhPh_c,Directed
rx_208,_hcMethylchcdhcphosphoethylecthiazole_c,Directed
LcHomoserine_c,rx_209,Directed
ATP_ChhHhhNhOhhPh_c,rx_209,Directed
rx_209,Hf_c,Directed
rx_209,OcPhosphocLchomoserine_c,Directed
rx_209,ADP_ChhHhhNhOhhPh_c,Directed
HhO_HhO_c,rx_210,Directed
Glycine_betaine_e,rx_210,Directed
ATP_ChhHhhNhOhhPh_c,rx_210,Directed
rx_210,Hf_c,Directed
rx_210,Glycine_betaine_c,Directed
rx_210,ADP_ChhHhhNhOhhPh_c,Directed
rx_210,Phosphate_c,Directed
Succinate_semialdehydecthiamin_diphosphate_anion_c,rx_211,Directed
Isochorismate_c,rx_211,Directed
rx_211,Pyruvate_c,Directed
rx_211,Thiamine_diphosphate_c,Directed
rx_211,_hcSuccinylchchydroxychghccyclohexadienechccarboxylate_c,Directed
HhO_HhO_c,rx_212,Directed
Phosphate_e,rx_212,Directed
ATP_ChhHhhNhOhhPh_c,rx_212,Directed
rx_212,Hf_c,Directed
rx_212,ADP_ChhHhhNhOhhPh_c,Directed
rx_212,Phosphate_c,Directed
Hf_c,rx_213,Directed
_hcMethylchcaminochchydroxymethylpyrimidine_diphosphate_c,rx_213,Directed
_hcMethylchcdhcphosphoethylecthiazole_c,rx_213,Directed
rx_213,Thiamin_monophosphate_c,Directed
rx_213,Diphosphate_c,Directed
HhO_HhO_c,rx_214,Directed
LcMethionine_c,rx_214,Directed
ATP_ChhHhhNhOhhPh_c,rx_214,Directed
rx_214,Diphosphate_c,Directed
rx_214,ScAdenosylcLcmethionine_c,Directed
rx_214,Phosphate_c,Directed
Coenzyme_A_c,rx_215,Directed
Nicotinamide_adenine_dinucleotide_c,rx_215,Directed
Pyruvate_c,rx_215,Directed
rx_215,Nicotinamide_adenine_dinucleotide_c_reduced_c,Directed
rx_215,AcetylcCoA_c,Directed
rx_215,COh_COh_c_sink,Directed
Hf_c,rx_216,Directed
Nicotinamide_adenine_dinucleotide_phosphate_c_reduced_c,rx_216,Directed
Riboflavin_ChhHhhNhOh_c,rx_216,Directed
rx_216,Reduced_riboflavin_c,Directed
rx_216,Nicotinamide_adenine_dinucleotide_phosphate_c,Directed
Anthranilate_c,rx_217,Directed
_hcPhosphocalphacDcribose_hcdiphosphate_c,rx_217,Directed
rx_217,NcdhcPhosphocDcribosyleanthranilate_c,Directed
rx_217,Diphosphate_c,Directed
HhO_HhO_c,rx_218,Directed
NcBenzoylglycine_c,rx_218,Directed
rx_218,Benzoate_c,Directed
rx_218,Glycine_c,Directed
DcFructose_hghcbisphosphate_c,rx_219,Directed
HhO_HhO_c,rx_219,Directed
rx_219,DcFructose_hcphosphate_c,Directed
rx_219,Phosphate_c,Directed
_hcCarboxychchydroxychcmethylpentanoate_c,rx_220,Directed
Nicotinamide_adenine_dinucleotide_c,rx_220,Directed
rx_220,Hf_c,Directed
rx_220,_hcCarboxychcmethylchcoxopentanoate_c,Directed
rx_220,Nicotinamide_adenine_dinucleotide_c_reduced_c,Directed
Hf_c,rx_221,Directed
Nicotinamide_adenine_dinucleotide_c_reduced_c,rx_221,Directed
Riboflavin_ChhHhhNhOh_c,rx_221,Directed
rx_221,Reduced_riboflavin_c,Directed
rx_221,Nicotinamide_adenine_dinucleotide_c,Directed
DcFructose_hghcbisphosphate_c,rx_222,Directed
rx_222,Dihydroxyacetone_phosphate_c,Directed
rx_222,Glyceraldehyde_hcphosphate_c,Directed
NcAcetylneuraminate_c,rx_223,Directed
rx_223,NcAcetylcDcmannosamine_c,Directed
rx_223,Pyruvate_c,Directed
HhO_HhO_c,rx_224,Directed
LcCystathionine_c,rx_224,Directed
rx_224,Ammonium_c,Directed
rx_224,Pyruvate_c,Directed
rx_224,LcHomocysteine_c,Directed
All_trans_Hexaprenyl_diphosphate_ChhHhhOhPh_c,rx_225,Directed
Isopentenyl_diphosphate_c,rx_225,Directed
rx_225,Diphosphate_c,Directed
rx_225,AllctranscHeptaprenyl_diphosphate_c,Directed
Ornithine_e,rx_226,Directed
HhO_HhO_c,rx_226,Directed
ATP_ChhHhhNhOhhPh_c,rx_226,Directed
rx_226,Hf_c,Directed
rx_226,Ornithine_c,Directed
rx_226,ADP_ChhHhhNhOhhPh_c,Directed
rx_226,Phosphate_c,Directed
DcAlanine_e,rx_227,Directed
HhO_HhO_c,rx_228,Directed
ATP_ChhHhhNhOhhPh_c,rx_228,Directed
Manganese_e,rx_228,Directed
rx_228,Hf_c,Directed
rx_228,Manganese_c,Directed
rx_228,ADP_ChhHhhNhOhhPh_c,Directed
rx_228,Phosphate_c,Directed
Glycerol_hcphosphate_c,rx_229,Directed
Nicotinamide_adenine_dinucleotide_phosphate_c,rx_229,Directed
rx_229,Hf_c,Directed
rx_229,Nicotinamide_adenine_dinucleotide_phosphate_c_reduced_c,Directed
rx_229,Dihydroxyacetone_phosphate_c,Directed
HhO_HhO_c,rx_230,Directed
Nicotinamide_adenine_dinucleotide_c,rx_230,Directed
Acetaldehyde_c,rx_230,Directed
rx_230,Hf_c,Directed
rx_230,Acetate_c,Directed
rx_230,Nicotinamide_adenine_dinucleotide_c_reduced_c,Directed
NhcAcetylcLcornithine_c,rx_231,Directed
LcGlutamate_c,rx_231,Directed
rx_231,Ornithine_c,Directed
rx_231,NcAcetylcLcglutamate_c,Directed
Nicotinamide_adenine_dinucleotide_phosphate_c,rx_232,Directed
Phosphate_c,rx_232,Directed
LcAspartate_hcsemialdehyde_c,rx_232,Directed
rx_232,Hf_c,Directed
rx_232,Nicotinamide_adenine_dinucleotide_phosphate_c_reduced_c,Directed
rx_232,_hcPhosphocLcaspartate_c,Directed
AcetylcCoA_c,rx_233,Directed
DodecanoylcCoA_dncChhjhCoAe_c,rx_233,Directed
rx_233,Coenzyme_A_c,Directed
rx_233,_hcOxotetradecanoylcCoA_c,Directed
Cytidine_c,rx_234,Directed
GTP_ChhHhhNhOhhPh_c,rx_234,Directed
rx_234,Hf_c,Directed
rx_234,GDP_ChhHhhNhOhhPh_c,Directed
rx_234,CMP_ChHhhNhOhP_c,Directed
LcSerine_e,rx_235,Directed
HhO_HhO_c,rx_235,Directed
ATP_ChhHhhNhOhhPh_c,rx_235,Directed
rx_235,Hf_c,Directed
rx_235,ADP_ChhHhhNhOhhPh_c,Directed
rx_235,LcSerine_c,Directed
rx_235,Phosphate_c,Directed
Choline_ChHhhNO_e,rx_236,Directed
Hf_e,rx_236,Directed
rx_236,Hf_c,Directed
rx_236,Choline_ChHhhNO_c,Directed
DcAlanine_c,rx_237,Directed
ATP_ChhHhhNhOhhPh_c,rx_237,Directed
rx_237,DcAlanylcDcalanine_c,Directed
rx_237,Hf_c,Directed
rx_237,ADP_ChhHhhNhOhhPh_c,Directed
rx_237,Phosphate_c,Directed
LcArginine_e,rx_238,Directed
_hcMethylthiocDcribose_c,rx_239,Directed
ATP_ChhHhhNhOhhPh_c,rx_239,Directed
rx_239,Hf_c,Directed
rx_239,ADP_ChhHhhNhOhhPh_c,Directed
rx_239,_hcMethylthiochcdeoxycDcribose_hcphosphate_c,Directed
DcMannose_e,rx_240,Directed
Oxaloacetate_c,rx_241,Directed
ATP_ChhHhhNhOhhPh_c,rx_241,Directed
rx_241,ADP_ChhHhhNhOhhPh_c,Directed
rx_241,Phosphoenolpyruvate_c,Directed
rx_241,COh_COh_c_sink,Directed
Coenzyme_A_c,rx_242,Directed
S_Succinyldihydrolipoamide_ChhHhhNOhSh_c,rx_242,Directed
rx_242,SuccinylcCoA_c,Directed
rx_242,Dihydrolipoamide_ChHhhNOSh_c,Directed
Hf_e,rx_243,Directed
LcThreonine_e,rx_243,Directed
rx_243,Hf_c,Directed
rx_243,LcThreonine_c,Directed
Nicotinamide_adenine_dinucleotide_c,rx_244,Directed
Glyceraldehyde_hcphosphate_c,rx_244,Directed
Phosphate_c,rx_244,Directed
rx_244,Hf_c,Directed
rx_244,_hcPhosphocDcglyceroyl_phosphate_c,Directed
rx_244,Nicotinamide_adenine_dinucleotide_c_reduced_c,Directed
ATP_ChhHhhNhOhhPh_c,rx_245,Directed
DGMP_ChhHhhNhOhP_c,rx_245,Directed
rx_245,DGDP_ChhHhhNhOhhPh_c,Directed
rx_245,ADP_ChhHhhNhOhhPh_c,Directed
HhO_HhO_c,rx_246,Directed
_hcImidazolonechcpropanoate_c,rx_246,Directed
rx_246,Hf_c,Directed
rx_246,NcFormimidoylcLcglutamate_c,Directed
LcHistidine_c,rx_247,Directed
rx_247,Ammonium_c,Directed
rx_247,Urocanate_ChHhNhOh_c,Directed
Thymidine_ChhHhhNhOh_e,rx_248,Directed
Hf_e,rx_248,Directed
rx_248,Hf_c,Directed
rx_248,Thymidine_ChhHhhNhOh_c,Directed
Urea_CHhNhO_e,rx_249,Directed
Prephenate_c,rx_250,Directed
Nicotinamide_adenine_dinucleotide_c,rx_250,Directed
rx_250,Nicotinamide_adenine_dinucleotide_c_reduced_c,Directed
rx_250,_hcdhcHydroxyphenylepyruvate_c,Directed
rx_250,COh_COh_c_sink,Directed
Hf_c,rx_251,Directed
HhO_HhO_c,rx_251,Directed
Urea_CHhNhO_c,rx_251,Directed
rx_251,Ammonium_c,Directed
rx_251,COh_COh_c_sink,Directed
DcLactate_e,rx_252,Directed
Hf_e,rx_252,Directed
rx_252,Hf_c,Directed
rx_252,DcLactate_c,Directed
Formate_e,rx_253,Directed
Hf_e,rx_253,Directed
rx_253,Hf_c,Directed
rx_253,Formate_c,Directed
HhO_HhO_c,rx_254,Directed
SncGlycerochcphosphocholine_c,rx_254,Directed
rx_254,Hf_c,Directed
rx_254,Choline_ChHhhNO_c,Directed
rx_254,Glycerol_hcphosphate_c,Directed
ATP_ChhHhhNhOhhPh_c,rx_255,Directed
DephosphocCoA_c,rx_255,Directed
rx_255,Hf_c,Directed
rx_255,Coenzyme_A_c,Directed
rx_255,ADP_ChhHhhNhOhhPh_c,Directed
Glycine_betaine_e,rx_256,Directed
DGDP_ChhHhhNhOhhPh_c,rx_257,Directed
ATP_ChhHhhNhOhhPh_c,rx_257,Directed
rx_257,ADP_ChhHhhNhOhhPh_c,Directed
rx_257,DGTP_ChhHhhNhOhhPh_c,Directed
HhO_HhO_c,rx_258,Directed
Betaine_aldehyde_c,rx_258,Directed
Nicotinamide_adenine_dinucleotide_phosphate_c,rx_258,Directed
rx_258,Hf_c,Directed
rx_258,Nicotinamide_adenine_dinucleotide_phosphate_c_reduced_c,Directed
rx_258,Glycine_betaine_c,Directed
DTMP_ChhHhhNhOhP_c,rx_259,Directed
ATP_ChhHhhNhOhhPh_c,rx_259,Directed
rx_259,DTDP_ChhHhhNhOhhPh_c,Directed
rx_259,ADP_ChhHhhNhOhhPh_c,Directed
LcValine_e,rx_260,Directed
HhO_HhO_c,rx_260,Directed
ATP_ChhHhhNhOhhPh_c,rx_260,Directed
rx_260,Hf_c,Directed
rx_260,LcValine_c,Directed
rx_260,ADP_ChhHhhNhOhhPh_c,Directed
rx_260,Phosphate_c,Directed
ATP_ChhHhhNhOhhPh_c,rx_261,Directed
_R__Mevalonate_ChHhhOh_c,rx_261,Directed
rx_261,Hf_c,Directed
rx_261,ADP_ChhHhhNhOhhPh_c,Directed
rx_261,_R__h_Phosphomevalonate_ChHhhOhP_c,Directed
Hf_e,rx_262,Directed
Nitrite_e,rx_262,Directed
rx_262,Hf_c,Directed
rx_262,Nitrite_c,Directed
LcPhenylalanine_e,rx_263,Directed
Isopentenyl_diphosphate_c,rx_264,Directed
rx_264,Dimethylallyl_diphosphate_c,Directed
Diphosphate_c,rx_265,Directed
Orotidine_hicphosphate_c,rx_265,Directed
rx_265,Orotate_ChHhNhOh_c,Directed
rx_265,_hcPhosphocalphacDcribose_hcdiphosphate_c,Directed
HhO_HhO_c,rx_266,Directed
LcGlutamine_c,rx_266,Directed
ATP_ChhHhhNhOhhPh_c,rx_266,Directed
Xanthosine_hicphosphate_c,rx_266,Directed
rx_266,Hf_c,Directed
rx_266,GMP_ChhHhhNhOhP_c,Directed
rx_266,Diphosphate_c,Directed
rx_266,AMP_ChhHhhNhOhP_c,Directed
rx_266,LcGlutamate_c,Directed
DcXylulose_hcphosphate_c,rx_267,Directed
DcErythrose_hcphosphate_c,rx_267,Directed
rx_267,Glyceraldehyde_hcphosphate_c,Directed
rx_267,DcFructose_hcphosphate_c,Directed
Deoxyribose_ChHhhOh_c,rx_268,Directed
ATP_ChhHhhNhOhhPh_c,rx_268,Directed
rx_268,Hf_c,Directed
rx_268,_hcDeoxycDcribose_hcphosphate_c,Directed
rx_268,ADP_ChhHhhNhOhhPh_c,Directed
_hcAminochcmethylchcphosphomethylpyrimidine_c,rx_269,Directed
ATP_ChhHhhNhOhhPh_c,rx_269,Directed
rx_269,_hcMethylchcaminochchydroxymethylpyrimidine_diphosphate_c,Directed
rx_269,ADP_ChhHhhNhOhhPh_c,Directed
HhO_HhO_c,rx_270,Directed
LcIsoleucine_e,rx_270,Directed
ATP_ChhHhhNhOhhPh_c,rx_270,Directed
rx_270,Hf_c,Directed
rx_270,LcIsoleucine_c,Directed
rx_270,ADP_ChhHhhNhOhhPh_c,Directed
rx_270,Phosphate_c,Directed
_hghghghcTetrahydrofolate_c,rx_271,Directed
LcSerine_c,rx_271,Directed
rx_271,_hghhcMethylenetetrahydrofolate_c,Directed
rx_271,HhO_HhO_c,Directed
rx_271,Glycine_c,Directed
Acetate_c,rx_272,Directed
Coenzyme_A_c,rx_272,Directed
ATP_ChhHhhNhOhhPh_c,rx_272,Directed
rx_272,Diphosphate_c,Directed
rx_272,AMP_ChhHhhNhOhP_c,Directed
rx_272,AcetylcCoA_c,Directed
Hf_c,rx_273,Directed
dSechcAcetolactate_c,rx_273,Directed
rx_273,_R__Acetoin_ChHhOh_c,Directed
rx_273,COh_COh_c_sink,Directed
OcSuccinylbenzoylcCoA_c,rx_274,Directed
rx_274,Coenzyme_A_c,Directed
rx_274,_hghcDihydroxychcnaphthoate_c,Directed
HhO_HhO_e,rx_275,Directed
LcTryptophan_e,rx_276,Directed
Hf_e,rx_276,Directed
rx_276,Hf_c,Directed
rx_276,LcTryptophan_c,Directed
GMP_ChhHhhNhOhP_c,rx_277,Directed
ATP_ChhHhhNhOhhPh_c,rx_277,Directed
rx_277,GDP_ChhHhhNhOhhPh_c,Directed
rx_277,ADP_ChhHhhNhOhhPh_c,Directed
Coenzyme_A_c,rx_278,Directed
Succinate_c,rx_278,Directed
ATP_ChhHhhNhOhhPh_c,rx_278,Directed
rx_278,SuccinylcCoA_c,Directed
rx_278,ADP_ChhHhhNhOhhPh_c,Directed
rx_278,Phosphate_c,Directed
ScAdenosylcLcmethionine_c,rx_279,Directed
LcHomocysteine_c,rx_279,Directed
rx_279,Hf_c,Directed
rx_279,LcMethionine_c,Directed
rx_279,ScAdenosylcLchomocysteine_c,Directed
Hf_c,rx_280,Directed
ATP_ChhHhhNhOhhPh_c,rx_280,Directed
DcGlycerocDcmannocheptose_hcphosphate_c,rx_280,Directed
rx_280,Diphosphate_c,Directed
rx_280,ADPcDcglycerocDcmannocheptose_c,Directed
CitratecMg_e,rx_281,Directed
Hf_c,rx_282,Directed
Nicotinamide_adenine_dinucleotide_phosphate_c_reduced_c,rx_282,Directed
_hcAminochcdhicphosphoribosylaminoeuracil_c,rx_282,Directed
rx_282,_hcAminochcdhicphosphoribitylaminoeuracil_c,Directed
rx_282,Nicotinamide_adenine_dinucleotide_phosphate_c,Directed
HhO_HhO_c,rx_283,Directed
Sulfate_c,rx_283,Directed
ATP_ChhHhhNhOhhPh_c,rx_283,Directed
GTP_ChhHhhNhOhhPh_c,rx_283,Directed
rx_283,GDP_ChhHhhNhOhhPh_c,Directed
rx_283,Adenosine_hicphosphosulfate_c,Directed
rx_283,Diphosphate_c,Directed
rx_283,Phosphate_c,Directed
_hcOxoglutarate_c,rx_284,Directed
_hcAminobutanoate_c,rx_284,Directed
rx_284,Succinic_semialdehyde_c,Directed
rx_284,LcGlutamate_c,Directed
NcSuccinylcLLchghcdiaminoheptanedioate_c,rx_285,Directed
_hcOxoglutarate_c,rx_285,Directed
rx_285,NcSuccinylchcLcaminochcoxoheptanedioate_c,Directed
rx_285,LcGlutamate_c,Directed
Uracil_e,rx_286,Directed
Hf_c,rx_287,Directed
LcArginine_c,rx_287,Directed
rx_287,Agmatine_c,Directed
rx_287,COh_COh_c_sink,Directed
