C1=CC=C(C=C1)CC(C(=O)O)N
C1=CN(C(=O)NC1=O)C(C=O)OC(COP(=O)(O)O)C=O
C(C(C(=O)[O-])OP(=O)([O-])[O-])O
R
CC(=O)C(=O)[O-]
C1=C(NC(=O)NC1=O)C(=O)[O-]
C1=NC2=NC=NC(=C2N1)N
CC1=NC=C(C(=C1O)CO)CO
C(C(C(=O)[O-])O)OP(=O)([O-])[O-]
C(CS)C(C(=O)O)N
R
C1=CC(=C(C=C1C(CN)O)O)O
C(C1C(C(C(C(O1)O)O)O)O)O
OP(=O)([O-])OP(=O)([O-])[O-]
R
C=C(C(=O)[O-])OP(=O)([O-])[O-]
CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)[O-])C)C(=C3C)CCC(=O)[O-])C=C
C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
R
CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)C(=O)N
C1C2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C1N5)CCC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-]
C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-]
CCCCCC=CCC=CCCCCCCCC(=O)[O-]
[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]
C(C(C(C(=O)CO)O)O)O
CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)[O-])O)O
R
C(C(C(C(CO)O)O)O)O
