C1=CC=C(C=C1)C[C@@H](C(=O)O)N
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
C([C@H](C(=O)O)OP(=O)(O)O)O
R
CC(=O)C(O)=O
C1=C(NC(=O)NC1=O)C(=O)O
C1=NC2=NC=NC(=C2N1)N
CC1=NC=C(C(=C1O)CO)CO
C([C@H](C(=O)O)OP(=O)(O)O)O
C(CS)[C@@H](C(=O)O)N
R
C1=CC(=C(C=C1[C@H](CN)O)O)O
C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O
OP(=O)(O)OP(=O)(O)O
R
OP(O)(=O)OC(=C)C(O)=O
CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)OP(=O)(O)O)O)O)O)O
CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C
R
CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)N
C1C2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C1N5)CCC(=O)O)CC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O
C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)OP(=O)(O)O
CCCCCC=CCC=CCCCCCCCC(=O)O
C(CCNCCCN)CNCCCN
C([C@H]([C@@H](C(=O)CO)O)O)O
[13CH3]S[13CH2][13C@@H]1[13C@H]([13C@H]([13C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O
CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
R
C([C@H](C([C@H](CO)O)O)O)O
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
R
CCCCCCCCCCCCCCCC(=O)O
R
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O
R
O=O
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O
C([C@@H](C(=O)O)N)S
C([C@H]([C@H](C=O)O)O)OP(=O)(O)O
CNC[C@@H](C1=CC(=C(C=C1)O)O)O
R
C(C(C(=O)O)O)C(=O)O
CC1=NC=C(C(=C1O)C=O)CO
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O
[NH3+][C@H]1[C@@H](O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
C(C(CO)O)O
C1=CC(=C(C=C1CCN)O)O
R
CC1=NC=C(C(=C1O)CN)CO
CSCC[C@@H](C(=O)O)N
[C-]#[O+]
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
NCCO
R
C(CCNCCCN)CN
C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O
R
COC1=C(C=CC(=C1)C(CN)O)O
C(C[C@@H](C(=O)O)N)CN
CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)/C=C\5/C(=C(C(=O)N5)C=C)C
R
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O
C[N+](C)(C)CC(CC(=O)O)O 
R
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
C1CC(=O)N[C@@H]1C(=O)O
CC1=NC=C(C(=C1O)C(=O)O)CO
R
[Na+]
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
[H+]
[NH3+][C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
