x y yc yclog atom
1 10.036344852111004 0.292734109022832 -0.15041728595486692 1
2 2.9030630739339847 0.377408917920655 -0.20579710439148716 1
3 2.5074339886132826 0.4505442540819953 -0.26006728063370055 1
4 2.203243540689911 0.5148071450396043 -0.3140856032591355 1
5 1.8080505640584035 0.5675432834183628 -0.36405735337935047 1
6 1.1505401624098561 0.6011015513237539 -0.3991376526664854 1
7 0.9937446879449792 0.6300865025294269 -0.43189982177991915 1
8 0.7398574643427278 0.6516662229176423 -0.4580044110162359 1
9 0.6791705580711713 0.6714758638896428 -0.4834327180540349 1
10 0.6723375806743215 0.6910862046602537 -0.5101626967288223 1
11 0.6700909162206775 0.7106310160646659 -0.5385480206516973 1
12 0.6642256035552625 0.7300047515343081 -0.5686438787420808 1
13 0.6205303671998076 0.7481040104617889 -0.5987787468936685 1
14 0.5459209043884149 0.7640271051638873 -0.6271378796534469 1
15 0.5359645636548301 0.7796597992692823 -0.6569062592598428 1
16 0.5062557599988489 0.794425964743336 -0.6870317391750422 1
17 0.47648323225439065 0.8083237429199169 -0.7174316798069404 1
18 0.3722766691965924 0.8191820863380718 -0.7427585460999249 1
19 0.35321639025607865 0.8294844909303299 -0.7682361140494463 1
20 0.33445497037376287 0.8392396736391053 -0.7938211208142165 1
21 0.325997270827457 0.8487481672217545 -0.8202993541257015 1
22 0.32091586618745144 0.8581084494304626 -0.848043465361982 1
23 0.31028125027794395 0.8671585475174669 -0.8766663844911428 1
24 0.30508010322462775 0.8760569416553756 -0.9067777916637744 1
25 0.2361701978743476 0.8829454128539267 -0.9316115624612304 1
26 0.2348181646700001 0.8897944487559355 -0.957796528769679 1
27 0.19238030193436229 0.8954056824381315 -0.9804919093364329 1
28 0.19172898466468208 0.9009979188874263 -1.0043556760468197 1
29 0.18883953998307315 0.9065058777409525 -1.0292156912740067 1
30 0.16588295562939437 0.9113442526606854 -1.0522931048815392 1
31 0.14104626204588938 0.9154582057441449 -1.0729285392471473 1
32 0.13490584394468025 0.9193930587818833 -1.093627558654854 1
33 0.13490584394468025 0.9233279118196217 -1.1153627084815274 1
34 0.11994100589330856 0.9268262794039216 -1.1356448622378092 1
35 0.11970292064526578 0.930317702659984 -1.1568775396070956 1
36 0.11887563275679562 0.9337849960772948 -1.179043590884695 1
37 0.10201254978698242 0.9367604371677593 -1.1990111409568074 1
38 0.08189875879470615 0.9391492112223695 -1.2157337878603396 1
39 0.07897393424727445 0.9414526757424274 -1.23249294835806 1
40 0.06570631329373243 0.9433691582231155 -1.2469469828492104 1
41 0.06512194747987234 0.9452685962709563 -1.2617634131043447 1
42 0.05200822117472307 0.9467855409865661 -1.273970348596553 1
43 0.05179076950594042 0.9482961432018476 -1.2864770599296191 1
44 0.045650427702175866 0.9496276475968063 -1.2978077669927846 1
45 0.044920547070340044 0.9509378632696653 -1.309253541535542 1
46 0.044499152734871816 0.9522357879643687 -1.3208973823984935 1
47 0.04404113161474613 0.9535203533727493 -1.3327371824339578 1
48 0.0438556009711916 0.95479950733419 -1.3448568315409037 1
49 0.04264592449352818 0.9560433781750213 -1.3569756915703215 1
50 0.04233783561164394 0.9572782628634567 -1.3693510964880047 1
51 0.039429192924856166 0.958428310000181 -1.3812023199085812 1
52 0.034785681151188595 0.9594429179604089 -1.3919332987361228 1
53 0.031304430814104535 0.9603559868911667 -1.4018223889293362 1
54 0.03014221378143886 0.9612351569700455 -1.411561970274703 1
55 0.02820552654579606 0.9620578389129808 -1.4208779364563648 1
56 0.027225877789777645 0.9628519470464294 -1.4300639440482235 1
57 0.026547150863074402 0.9636262584784803 -1.4392120237026518 1
58 0.026269889488013384 0.9643924829164325 -1.4484583086762206 1
59 0.026034436525420857 0.9651518398030762 -1.4578201454688517 1
60 0.02582176058586057 0.9659049934850077 -1.4673092222328414 1
61 0.024809057532539595 0.9666286092494616 -1.476625693773777 1
62 0.02436168079249645 0.96733917619651 -1.485972865257716 1
63 0.023828652773462945 0.9680341961008319 -1.4953143691408748 1
64 0.022929308347652822 0.9687029844643811 -1.5044970745369242 1
65 0.022862431230287708 0.9693698221961363 -1.5138504821678729 1
66 0.016872333182965916 0.9698619443276723 -1.5208847692084029 1
