x y yc yclog atom
1 31.99199071365264 0.2242624852878193 -0.11028520554107651 1
2 23.048762262057394 0.38583332200012255 -0.2117137501745421 1
3 13.821055512893615 0.48271832944980597 -0.2862729101854276 1
4 13.241789574554163 0.5755427074707884 -0.3721660004776676 1
5 13.241789574554161 0.6683670854917708 -0.47934237233193505 1
6 11.754611508718915 0.7507664089390966 -0.6033934249773418 1
7 9.621812354933986 0.8182149016260394 -0.7404417204496284 1
8 7.84001631216892 0.873173080333991 -0.8967885554324365 1
9 4.364835150921127 0.9037703878782029 -1.0166912647379707 1
10 2.048744098819066 0.9181319963017716 -1.0868857994896879 1
11 1.886159309385779 0.9313538923118593 -1.1633840827168909 1
12 1.5823930092856389 0.9424463995628392 -1.2399275025975085 1
13 1.5196480793091012 0.9530990675408678 -1.328818522789606 1
14 1.1102853161845532 0.9608821200746966 -1.4076246907375074 1
15 1.0772176385469672 0.9684333696039523 -1.5007717747281757 1
16 0.9841517104779669 0.9753322309617062 -1.6078701264798863 1
17 0.8195940665314765 0.9810775502803025 -1.7230226400866004 1
18 0.6724715907377856 0.9857915473420719 -1.8474532154373153 1
1 31.99199071365264 0.2242624852878193 -0.11028520554107651 2
2 23.048762262057394 0.38583332200012255 -0.2117137501745421 2
3 13.821055512893615 0.48271832944980597 -0.2862729101854276 2
4 13.241789574554163 0.5755427074707884 -0.3721660004776676 2
5 13.241789574554161 0.6683670854917708 -0.47934237233193505 2
6 11.754611508718915 0.7507664089390966 -0.6033934249773418 2
7 9.621812354933986 0.8182149016260394 -0.7404417204496284 2
8 7.84001631216892 0.873173080333991 -0.8967885554324365 2
9 4.364835150921127 0.9037703878782029 -1.0166912647379707 2
10 2.048744098819066 0.9181319963017716 -1.0868857994896879 2
11 1.886159309385779 0.9313538923118593 -1.1633840827168909 2
12 1.5823930092856389 0.9424463995628392 -1.2399275025975085 2
13 1.5196480793091012 0.9530990675408678 -1.328818522789606 2
14 1.1102853161845532 0.9608821200746966 -1.4076246907375074 2
15 1.0772176385469672 0.9684333696039523 -1.5007717747281757 2
16 0.9841517104779669 0.9753322309617062 -1.6078701264798863 2
17 0.8195940665314765 0.9810775502803025 -1.7230226400866004 2
18 0.6724715907377856 0.9857915473420719 -1.8474532154373153 2
1 46.069447092126445 0.20088716433564047 -0.09739189346882961 3
2 41.11050345909245 0.3801507106897503 -0.20771389240078678 3
3 26.467448328634916 0.4955627891396403 -0.2971928842812498 3
4 22.21367441268017 0.5924261626747039 -0.38979370167721145 3
5 15.860216436216234 0.6615850978633471 -0.47055052100766215 3
6 13.320299967187434 0.7196686533954415 -0.5523283367876292 3
7 12.762021617733165 0.7753178199428453 -0.6484313708818877 3
8 12.762021617733165 0.8309669864902492 -0.7720284658898833 3
9 9.273201071810243 0.871403049547506 -0.8907693301470804 3
10 7.55596191103559 0.9043510412848642 -1.0193197535690657 3
11 6.31003689949971 0.9318661407619404 -1.1666370110558255 3
12 2.3694183929860126 0.9421980585976337 -1.2380575746214202 3
13 1.8178212050073441 0.9501247208476248 -1.3021146605483653 3
14 1.6392537930741555 0.9572727347028505 -1.3692949027448045 3
15 1.5250607690564282 0.9639228065546491 -1.4427672549052037 3
16 1.4645891728076854 0.9703091902517155 -1.5273779578631612 3
17 1.2646594161647278 0.9758237744284186 -1.616611500885756 3
18 1.0700581765947523 0.9804897942384767 -1.7097381503582787 3
19 1.0381885856695163 0.9850168457701287 -1.8243967500259535 3
20 0.7898990643183215 0.988461223620485 -1.9378402431560386 3
1 46.069447092126445 0.20088716433564047 -0.09739189346882961 4
2 41.11050345909245 0.3801507106897503 -0.20771389240078678 4
3 26.467448328634916 0.4955627891396403 -0.2971928842812498 4
4 22.21367441268017 0.5924261626747039 -0.38979370167721145 4
5 15.860216436216234 0.6615850978633471 -0.47055052100766215 4
6 13.320299967187434 0.7196686533954415 -0.5523283367876292 4
7 12.762021617733165 0.7753178199428453 -0.6484313708818877 4
8 12.762021617733165 0.8309669864902492 -0.7720284658898833 4
9 9.273201071810243 0.871403049547506 -0.8907693301470804 4
10 7.55596191103559 0.9043510412848642 -1.0193197535690657 4
11 6.31003689949971 0.9318661407619404 -1.1666370110558255 4
12 2.3694183929860126 0.9421980585976337 -1.2380575746214202 4
13 1.8178212050073441 0.9501247208476248 -1.3021146605483653 4
14 1.6392537930741555 0.9572727347028505 -1.3692949027448045 4
15 1.5250607690564282 0.9639228065546491 -1.4427672549052037 4
16 1.4645891728076854 0.9703091902517155 -1.5273779578631612 4
17 1.2646594161647278 0.9758237744284186 -1.616611500885756 4
18 1.0700581765947523 0.9804897942384767 -1.7097381503582787 4
19 1.0381885856695163 0.9850168457701287 -1.8243967500259535 4
20 0.7898990643183215 0.988461223620485 -1.9378402431560386 4
1 46.06944709212646 0.24362223087977508 -0.12126124409232747 5
2 41.110503459092456 0.4610208149189248 -0.26842800657389737 5
3 26.467448328634923 0.6009847001946226 -0.39901045144694197 5
4 22.213674412680177 0.7184539831584943 -0.5504506124394389 5
5 15.860216436216234 0.8023252157066149 -0.7040487264408878 5
6 12.76202161773317 0.8698127236602199 -0.8854314588203844 5
7 12.76202161773317 0.9373002316138249 -1.2027340634562353 5
8 6.31003689949971 0.970668664782031 -1.5326681666615438 5
9 1.639253793074156 0.9793372877253071 -1.6848126717506011 5
10 1.2899468585947065 0.9861587225642963 -1.8588238262321966 5
1 31.991990713652648 0.317022539227772 -0.16559362841768538 6
2 23.0487622620574 0.5454227411338202 -0.3423922945150696 6
3 13.241789574554168 0.6766413887140573 -0.4903155689702455 6
4 13.241789574554165 0.8078600362942941 -0.7163822956704402 6
5 11.754611508718916 0.924341590114569 -1.1211427905246358 6
6 4.364835150921128 0.9675946385178723 -1.4893831296245703 6
7 1.041009172271403 0.9779104508131055 -1.6558131473083701 6
8 0.9841517104779673 0.9876628378100153 -1.90878472579417 6
