4-Amino-2-methyl-5-phosphomethylpyrimidine
L-Phenylalanine
L-Lysine
D-Glycerate_2-phosphate
4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol
"N6-(1,2-Dicarboxyethyl)-AMP"
Pimelate
L-Valine
3-Carboxy-3-hydroxy-4-methylpentanoate
Prephenate
D-Mannose_6-phosphate
Hexadecanoate_(n-C16:0)
D-Alanyl-D-alanine
Diglucosyl_Diglyceride_(SA)
L-Malate
Phosphatidyllysine_SA2
Phosphatidate_(Saureus)
Adenosyl-cobyric_acid
5_Methyltetrahydropteroyltri_L_glutamate_C25H36N8O12
D-Glucose
Ethanol
L-Aspartate
Shikimate_5-phosphate
Spectinomycin
Adenosyl_cobyrinate_diamide
Sodium
D-Glucose
H+
Glycyl-tRNA(Gly)
Thiamin_monophosphate
2-Dehydropantoate
N-Acetyl-D-glucosamine
Reduced_thioredoxin
D-Alanine
L-Leucine
(R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]
Dihydrolipolprotein_H2S2X
Heme_A_C49H55FeN4O6
Protoporphyrinogen_IX
(S)-3-Hydroxydecanoyl-CoA
Acetate
(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate
L-Lysine
"N-Succinyl-LL-2,6-diaminoheptanedioate"
Reduced_FMN
Glycolate_C2H3O3
Coenzyme_A
Phosphatidylananine_SA
N2-Acetyl-L-ornithine
O-Succinylbenzoate
Bicarbonate
GMP_C10H12N5O8P
CDP_C9H12N3O11P2
D-Gluconate
Ornithine
"1,5-Diaminopentane"
Copper
Ammonium
Phosphatidylleucine_SA2
10-Formyltetrahydrofolate
S-(2-Methylpropanoyl)-dihydrolipoamide
Farnesyl_diphosphate
"5,6,7,8-Tetrahydrofolate"
Magnesium
"5,10-Methylenetetrahydrofolate"
5-Methyltetrahydrofolate
Trans-Tetradec-2-enoyl-CoA
Oxidized_ferredoxin
3-Carboxy-2-hydroxy-4-methylpentanoate
N-(5-Phospho-D-ribosyl)anthranilate
Protoheme_C34H30FeN4O4
4-amino-4-deoxychorismate
Sucrose_C12H22O11
3-Dehydroquinate
"Glycerol_teichoic_acid_(n=25),_unlinked,_unsubstituted"
GDP_C10H12N5O11P2
Dihydrosirohydrochlorin
L-Methionyl-tRNA_(Met)
SA_Free_Fatty_Acids
"D-Fructose_1,6-bisphosphate"
