Source,Target,Type
rx_178,HhOacb,Directed
dhEechexenoylcaACPbacb,rx_179,Directed
Hfacb,rx_179,Directed
NADPHacb,rx_179,Directed
rx_179,hexanoylcaACPbacb,Directed
rx_179,NADPfacb,Directed
hexanoylcaACPbacb,rx_180,Directed
malonylcaACPbacb,rx_180,Directed
rx_180,aACPbacb,Directed
rx_180,_hcoxooctanoylcaACPbacb,Directed
rx_180,COhacb,Directed
_hcoxooctanoylcaACPbacb,rx_181,Directed
Hfacb,rx_181,Directed
NADPHacb,rx_181,Directed
rx_181,dRechchydroxyoctanoylcaACPbacb,Directed
rx_181,NADPfacb,Directed
dRechchydroxyoctanoylcaACPbacb,rx_182,Directed
rx_182,dhEecoctenoylcaACPbacb,Directed
rx_182,HhOacb,Directed
dhEecoctenoylcaACPbacb,rx_183,Directed
Hfacb,rx_183,Directed
NADPHacb,rx_183,Directed
rx_183,NADPfacb,Directed
rx_183,octanoylcaACPbacb,Directed
malonylcaACPbacb,rx_184,Directed
octanoylcaACPbacb,rx_184,Directed
rx_184,aACPbacb,Directed
rx_184,_hcoxodecanoylcaACPbacb,Directed
rx_184,COhacb,Directed
_hcoxodecanoylcaACPbacb,rx_185,Directed
Hfacb,rx_185,Directed
NADPHacb,rx_185,Directed
rx_185,dRechchydroxydecanoylcaACPbacb,Directed
rx_185,NADPfacb,Directed
dRechchydroxydecanoylcaACPbacb,rx_186,Directed
rx_186,dhEecdecenoylcaACPbacb,Directed
rx_186,HhOacb,Directed
dhEecdecenoylcaACPbacb,rx_187,Directed
Hfacb,rx_187,Directed
NADPHacb,rx_187,Directed
rx_187,decanoylcaACPbacb,Directed
rx_187,NADPfacb,Directed
decanoylcaACPbacb,rx_188,Directed
malonylcaACPbacb,rx_188,Directed
rx_188,aACPbacb,Directed
rx_188,_hcoxododecanoylcaACPbacb,Directed
rx_188,COhacb,Directed
_hcoxododecanoylcaACPbacb,rx_189,Directed
Hfacb,rx_189,Directed
NADPHacb,rx_189,Directed
rx_189,DchchydroxydodecanoylcaACPbacb,Directed
rx_189,NADPfacb,Directed
DchchydroxydodecanoylcaACPbacb,rx_190,Directed
rx_190,dhEecdodecenoylcaACPbacb,Directed
rx_190,HhOacb,Directed
dhEecdodecenoylcaACPbacb,rx_191,Directed
Hfacb,rx_191,Directed
NADPHacb,rx_191,Directed
rx_191,dodecanoylcaACPbacb,Directed
rx_191,NADPfacb,Directed
dodecanoylcaACPbacb,rx_192,Directed
malonylcaACPbacb,rx_192,Directed
rx_192,aACPbacb,Directed
rx_192,_hcoxotetradecanoylcaACPbacb,Directed
rx_192,COhacb,Directed
_hcoxotetradecanoylcaACPbacb,rx_193,Directed
Hfacb,rx_193,Directed
NADPHacb,rx_193,Directed
rx_193,HMAacb,Directed
rx_193,NADPfacb,Directed
HMAacb,rx_194,Directed
rx_194,dhEectetradecenoylcaACPbacb,Directed
rx_194,HhOacb,Directed
dhEectetradecenoylcaACPbacb,rx_195,Directed
Hfacb,rx_195,Directed
NADPHacb,rx_195,Directed
rx_195,NADPfacb,Directed
rx_195,tetradecanoylcaACPbacb,Directed
malonylcaACPbacb,rx_196,Directed
tetradecanoylcaACPbacb,rx_196,Directed
rx_196,aACPbacb,Directed
rx_196,_hcoxohexadecanoylcaACPbacb,Directed
rx_196,COhacb,Directed
_hcoxohexadecanoylcaACPbacb,rx_197,Directed
Hfacb,rx_197,Directed
NADPHacb,rx_197,Directed
rx_197,dRechchydroxypalmitoylcaACPbacb,Directed
rx_197,NADPfacb,Directed
dRechchydroxypalmitoylcaACPbacb,rx_198,Directed
rx_198,dhEechexadecenoylcaACPbacb,Directed
rx_198,HhOacb,Directed
dhEechexadecenoylcaACPbacb,rx_199,Directed
Hfacb,rx_199,Directed
NADPHacb,rx_199,Directed
rx_199,hexadecanoylcaACPbacb,Directed
rx_199,NADPfacb,Directed
acetylcCoAacb,rx_200,Directed
ATPacb,rx_200,Directed
Hfacb,rx_200,Directed
HCOhcacb,rx_200,Directed
rx_200,ADPacb,Directed
rx_200,malonylcCoAacb,Directed
rx_200,Piacb,Directed
aACPbacb,rx_201,Directed
propanoylcCoAacb,rx_201,Directed
rx_201,CoAacb,Directed
rx_201,propanoylcaACPbacb,Directed
malonylcaACPbacb,rx_202,Directed
propanoylcaACPbacb,rx_202,Directed
rx_202,aACPbacb,Directed
rx_202,_hcoxopentanoylcaACPbacb,Directed
rx_202,COhacb,Directed
_hcoxopentanoylcaACPbacb,rx_203,Directed
Hfacb,rx_203,Directed
NADPHacb,rx_203,Directed
rx_203,_hchydroxypentanoylcaACPbacb,Directed
rx_203,NADPfacb,Directed
_hchydroxypentanoylcaACPbacb,rx_204,Directed
rx_204,dhEecpentenoylcaACPbacb,Directed
rx_204,HhOacb,Directed
dhEecpentenoylcaACPbacb,rx_205,Directed
Hfacb,rx_205,Directed
NADPHacb,rx_205,Directed
rx_205,NADPfacb,Directed
rx_205,pentanoylcaACPbacb,Directed
malonylcaACPbacb,rx_206,Directed
pentanoylcaACPbacb,rx_206,Directed
rx_206,aACPbacb,Directed
rx_206,_hcoxoheptanoylcaACPbacb,Directed
rx_206,COhacb,Directed
_hcoxoheptanoylcaACPbacb,rx_207,Directed
Hfacb,rx_207,Directed
NADPHacb,rx_207,Directed
rx_207,_hchydroxyheptanoylcaACPbacb,Directed
rx_207,NADPfacb,Directed
_hchydroxyheptanoylcaACPbacb,rx_208,Directed
rx_208,dhEecheptenoylcaACPbacb,Directed
rx_208,HhOacb,Directed
dhEecheptenoylcaACPbacb,rx_209,Directed
Hfacb,rx_209,Directed
NADPHacb,rx_209,Directed
rx_209,heptanoylcaACPbacb,Directed
rx_209,NADPfacb,Directed
heptanoylcaACPbacb,rx_210,Directed
malonylcaACPbacb,rx_210,Directed
rx_210,aACPbacb,Directed
rx_210,_hcoxononanoylcaACPbacb,Directed
rx_210,COhacb,Directed
_hcoxononanoylcaACPbacb,rx_211,Directed
Hfacb,rx_211,Directed
NADPHacb,rx_211,Directed
rx_211,_hchydroxynonanoylcaACPbacb,Directed
rx_211,NADPfacb,Directed
_hchydroxynonanoylcaACPbacb,rx_212,Directed
rx_212,dhEecnonenoylcaACPbacb,Directed
rx_212,HhOacb,Directed
dhEecnonenoylcaACPbacb,rx_213,Directed
Hfacb,rx_213,Directed
NADPHacb,rx_213,Directed
rx_213,NADPfacb,Directed
rx_213,nonanoylcaACPbacb,Directed
malonylcaACPbacb,rx_214,Directed
nonanoylcaACPbacb,rx_214,Directed
rx_214,aACPbacb,Directed
rx_214,_hcoxoundecanoylcaACPbacb,Directed
rx_214,COhacb,Directed
_hcoxoundecanoylcaACPbacb,rx_215,Directed
Hfacb,rx_215,Directed
NADPHacb,rx_215,Directed
rx_215,_hchydroxyundecanoylcaACPbacb,Directed
rx_215,NADPfacb,Directed
_hchydroxyundecanoylcaACPbacb,rx_216,Directed
rx_216,dhEecundecenoylcaACPbacb,Directed
rx_216,HhOacb,Directed
dhEecundecenoylcaACPbacb,rx_217,Directed
Hfacb,rx_217,Directed
NADPHacb,rx_217,Directed
rx_217,NADPfacb,Directed
rx_217,undecanoylcaACPbacb,Directed
malonylcaACPbacb,rx_218,Directed
undecanoylcaACPbacb,rx_218,Directed
rx_218,aACPbacb,Directed
rx_218,_hcoxotridecanoylcaACPbacb,Directed
rx_218,COhacb,Directed
_hcoxotridecanoylcaACPbacb,rx_219,Directed
Hfacb,rx_219,Directed
NADPHacb,rx_219,Directed
rx_219,_hchydroxytridecanoylcaACPbacb,Directed
rx_219,NADPfacb,Directed
_hchydroxytridecanoylcaACPbacb,rx_220,Directed
rx_220,dhEectridecenoylcaACPbacb,Directed
rx_220,HhOacb,Directed
dhEectridecenoylcaACPbacb,rx_221,Directed
Hfacb,rx_221,Directed
NADPHacb,rx_221,Directed
rx_221,NADPfacb,Directed
rx_221,tridecanoylcaACPbacb,Directed
malonylcaACPbacb,rx_222,Directed
tridecanoylcaACPbacb,rx_222,Directed
rx_222,aACPbacb,Directed
rx_222,_hcoxopentadecanoylcaACPbacb,Directed
rx_222,COhacb,Directed
_hcoxopentadecanoylcaACPbacb,rx_223,Directed
Hfacb,rx_223,Directed
NADPHacb,rx_223,Directed
rx_223,_hchydroxypentadecanoylcaACPbacb,Directed
rx_223,NADPfacb,Directed
_hchydroxypentadecanoylcaACPbacb,rx_224,Directed
rx_224,dhEecpentadecenoylcaACPbacb,Directed
rx_224,HhOacb,Directed
dhEecpentadecenoylcaACPbacb,rx_225,Directed
Hfacb,rx_225,Directed
NADPHacb,rx_225,Directed
rx_225,NADPfacb,Directed
rx_225,pentadecanoylcaACPbacb,Directed
malonylcaACPbacb,rx_226,Directed
pentadecanoylcaACPbacb,rx_226,Directed
rx_226,aACPbacb,Directed
rx_226,_hcoxoheptadecanoylcaACPbacb,Directed
rx_226,COhacb,Directed
_hcoxoheptadecanoylcaACPbacb,rx_227,Directed
Hfacb,rx_227,Directed
NADPHacb,rx_227,Directed
rx_227,_hchydroxyheptadecanoylcaACPbacb,Directed
rx_227,NADPfacb,Directed
_hchydroxyheptadecanoylcaACPbacb,rx_228,Directed
rx_228,dhEecheptadecenoylcaACPbacb,Directed
rx_228,HhOacb,Directed
dhEecheptadecenoylcaACPbacb,rx_229,Directed
Hfacb,rx_229,Directed
NADPHacb,rx_229,Directed
rx_229,heptadecanoylcaACPbacb,Directed
rx_229,NADPfacb,Directed
malonylcCoAacb,rx_230,Directed
palmitoylcCoAacb,rx_230,Directed
rx_230,_hcoxooctadecanoylcCoAacb,Directed
rx_230,COhacb,Directed
rx_230,CoAacb,Directed
_hcoxooctadecanoylcCoAacb,rx_231,Directed
Hfacb,rx_231,Directed
NADPHacb,rx_231,Directed
rx_231,_hchydroxyoctadecanoylcCoAacb,Directed
rx_231,NADPfacb,Directed
_hchydroxyoctadecanoylcCoAacb,rx_232,Directed
rx_232,dhEecoctadecenoylcCoAacb,Directed
rx_232,HhOacb,Directed
dhEecoctadecenoylcCoAacb,rx_233,Directed
Hfacb,rx_233,Directed
NADPHacb,rx_233,Directed
rx_233,NADPfacb,Directed
rx_233,stearoylcCoAacb,Directed
Hfacb,rx_234,Directed
NADPHacb,rx_234,Directed
Ohacb,rx_234,Directed
stearoylcCoAacb,rx_234,Directed
rx_234,HhOacb,Directed
rx_234,NADPfacb,Directed
rx_234,oleoylcCoAacb,Directed
aACPbacb,rx_235,Directed
acetylcCoAacb,rx_235,Directed
rx_235,acetylcaACPbacb,Directed
rx_235,CoAacb,Directed
aACPbacb,rx_236,Directed
malonylcCoAacb,rx_236,Directed
rx_236,CoAacb,Directed
rx_236,malonylcaACPbacb,Directed
HhOacb,rx_237,Directed
tetradecanoylcaACPbacb,rx_237,Directed
rx_237,aACPbacb,Directed
rx_237,myristic_acidacb,Directed
HhOacb,rx_238,Directed
hexadecanoylcaACPbacb,rx_238,Directed
rx_238,aACPbacb,Directed
rx_238,palmitateacb,Directed
HhOacb,rx_239,Directed
pentadecanoylcaACPbacb,rx_239,Directed
rx_239,aACPbacb,Directed
rx_239,pentadecylic_acidacb,Directed
HhOacb,rx_240,Directed
heptadecanoylcaACPbacb,rx_240,Directed
rx_240,aACPbacb,Directed
rx_240,margaric_acidacb,Directed
HhOacb,rx_241,Directed
oleoylcCoAacb,rx_241,Directed
rx_241,CoAacb,Directed
rx_241,oleateacb,Directed
dRecmevalonateacb,rx_242,Directed
ATPacb,rx_242,Directed
rx_242,dRechcphosphomevalonateacb,Directed
rx_242,ADPacb,Directed
dRechcphosphomevalonateacb,rx_243,Directed
ATPacb,rx_243,Directed
rx_243,dRechcdiphosphomevalonateacb,Directed
rx_243,ADPacb,Directed
isopentenylcpPPacb,rx_244,Directed
rx_244,dimethylallylcPPacb,Directed
farnesylcPPacb,rx_245,Directed
rx_245,PPiacb,Directed
rx_245,presqualenecPPacb,Directed
Hfacb,rx_246,Directed
NADPHacb,rx_246,Directed
presqualenecPPacb,rx_246,Directed
rx_246,NADPfacb,Directed
rx_246,PPiacb,Directed
rx_246,squaleneacb,Directed
Hfacb,rx_247,Directed
NADPHacb,rx_247,Directed
Ohacb,rx_247,Directed
squaleneacb,rx_247,Directed
rx_247,HhOacb,Directed
rx_247,NADPfacb,Directed
rx_247,squalene_hghcoxideacb,Directed
squalene_hghcoxideacb,rx_248,Directed
rx_248,lanosterolacb,Directed
Hfacb,rx_249,Directed
lanosterolacb,rx_249,Directed
NADPHacb,rx_249,Directed
Ohacb,rx_249,Directed
rx_249,_hghcdimethylchhalphachydroxymethylchalphaccholestachghhcdienchbetacolacb,Directed
rx_249,HhOacb,Directed
rx_249,NADPfacb,Directed
_hghcdimethylchhalphachydroxymethylchalphaccholestachghhcdienchbetacolacb,rx_250,Directed
Hfacb,rx_250,Directed
NADPHacb,rx_250,Directed
Ohacb,rx_250,Directed
rx_250,_hghcdimethylchhalphacformylchalphaccholestachghhcdienchbetacolacb,Directed
rx_250,HhOacb,Directed
rx_250,NADPfacb,Directed
_hghcdimethylchhalphacformylchalphaccholestachghhcdienchbetacolacb,rx_251,Directed
Hfacb,rx_251,Directed
NADPHacb,rx_251,Directed
Ohacb,rx_251,Directed
rx_251,_hghcdimethylchalphaccholestachghhghhctrienchbetacolacb,Directed
rx_251,formateacb,Directed
rx_251,HhOacb,Directed
rx_251,NADPfacb,Directed
_hghcdimethylchalphaccholestachghhghhctrienchbetacolacb,rx_252,Directed
Hfacb,rx_252,Directed
NADPHacb,rx_252,Directed
rx_252,_hhcdemethyllanosterolacb,Directed
rx_252,NADPfacb,Directed
_hhcdemethyllanosterolacb,rx_253,Directed
Hfacb,rx_253,Directed
NADPHacb,rx_253,Directed
Ohacb,rx_253,Directed
rx_253,_halphachydroxymethylchbetacmethylchalphaccholestachghhcdienchbetacolacb,Directed
rx_253,HhOacb,Directed
rx_253,NADPfacb,Directed
_halphachydroxymethylchbetacmethylchalphaccholestachghhcdienchbetacolacb,rx_254,Directed
Hfacb,rx_254,Directed
NADPHacb,rx_254,Directed
Ohacb,rx_254,Directed
rx_254,_halphacformylchbetacmethylchalphaccholestachghhcdienchbetacolacb,Directed
rx_254,HhOacb,Directed
rx_254,NADPfacb,Directed
_halphacformylchbetacmethylchalphaccholestachghhcdienchbetacolacb,rx_255,Directed
Hfacb,rx_255,Directed
NADPHacb,rx_255,Directed
Ohacb,rx_255,Directed
rx_255,_halphaccarboxychbetacmethylchalphaccholestachghhcdienchbetacolacb,Directed
rx_255,HhOacb,Directed
rx_255,NADPfacb,Directed
_halphaccarboxychbetacmethylchalphaccholestachghhcdienchbetacolacb,rx_256,Directed
NADPfacb,rx_256,Directed
rx_256,_hcketochcmethylzymosterolacb,Directed
rx_256,COhacb,Directed
rx_256,Hfacb,Directed
rx_256,NADPHacb,Directed
_hcketochcmethylzymosterolacb,rx_257,Directed
Hfacb,rx_257,Directed
NADPfacb,rx_257,Directed
rx_257,_halphacmethylzymosterolacb,Directed
rx_257,NADPHacb,Directed
_halphacmethylzymosterolacb,rx_258,Directed
Hfacb,rx_258,Directed
NADPHacb,rx_258,Directed
Ohacb,rx_258,Directed
rx_258,_halphachydroxymethylchalphaccholestachghhcdienchbetacolacb,Directed
rx_258,HhOacb,Directed
rx_258,NADPfacb,Directed
_halphachydroxymethylchalphaccholestachghhcdienchbetacolacb,rx_259,Directed
Hfacb,rx_259,Directed
NADPHacb,rx_259,Directed
Ohacb,rx_259,Directed
rx_259,_halphacformylchalphaccholestachghhcdienchbetacolacb,Directed
rx_259,HhOacb,Directed
rx_259,NADPfacb,Directed
_halphacformylchalphaccholestachghhcdienchbetacolacb,rx_260,Directed
Hfacb,rx_260,Directed
NADPHacb,rx_260,Directed
Ohacb,rx_260,Directed
rx_260,_halphaccarboxychalphaccholestachghhcdienchbetacolacb,Directed
rx_260,HhOacb,Directed
rx_260,NADPfacb,Directed
_halphaccarboxychalphaccholestachghhcdienchbetacolacb,rx_261,Directed
NADPfacb,rx_261,Directed
rx_261,_halphaccholestachghhcdienchconeacb,Directed
rx_261,COhacb,Directed
rx_261,Hfacb,Directed
rx_261,NADPHacb,Directed
_halphaccholestachghhcdienchconeacb,rx_262,Directed
Hfacb,rx_262,Directed
NADPHacb,rx_262,Directed
rx_262,NADPfacb,Directed
rx_262,zymosterolacb,Directed
Hfacb,rx_263,Directed
lathosterolacb,rx_263,Directed
NADHacb,rx_263,Directed
Ohacb,rx_263,Directed
rx_263,HhOacb,Directed
rx_263,NADfacb,Directed
rx_263,provitamin_Dhacb,Directed
Hfacb,rx_264,Directed
NADPHacb,rx_264,Directed
provitamin_Dhacb,rx_264,Directed
rx_264,cholesterolacb,Directed
rx_264,NADPfacb,Directed
_hhghhcdihydrolanosterolacb,rx_265,Directed
NADPfacb,rx_265,Directed
rx_265,Hfacb,Directed
rx_265,lanosterolacb,Directed
rx_265,NADPHacb,Directed
_hghcdimethylchhalphachydroxymethylchalphaccholestachcenchbetacolacb,rx_266,Directed
HhOacb,rx_266,Directed
NADPfacb,rx_266,Directed
rx_266,_hhghhcdihydrolanosterolacb,Directed
rx_266,Hfacb,Directed
rx_266,NADPHacb,Directed
rx_266,Ohacb,Directed
_hghcdimethylchhalphacformylchalphaccholestachcenchbetacolacb,rx_267,Directed
HhOacb,rx_267,Directed
NADPfacb,rx_267,Directed
rx_267,_hghcdimethylchhalphachydroxymethylchalphaccholestachcenchbetacolacb,Directed
rx_267,Hfacb,Directed
rx_267,NADPHacb,Directed
rx_267,Ohacb,Directed
cholestenolacb,rx_268,Directed
rx_268,lathosterolacb,Directed
acetoacetylcCoAacb,rx_269,Directed
acetylcCoAacb,rx_269,Directed
HhOacb,rx_269,Directed
rx_269,CoAacb,Directed
rx_269,HMGcCoAacb,Directed
dRechcdiphosphomevalonateacb,rx_270,Directed
ATPacb,rx_270,Directed
rx_270,ADPacb,Directed
rx_270,COhacb,Directed
rx_270,isopentenylcpPPacb,Directed
rx_270,Piacb,Directed
dimethylallylcPPacb,rx_271,Directed
isopentenylcpPPacb,rx_271,Directed
rx_271,geranylcPPacb,Directed
rx_271,PPiacb,Directed
geranylcPPacb,rx_272,Directed
isopentenylcpPPacb,rx_272,Directed
rx_272,farnesylcPPacb,Directed
rx_272,PPiacb,Directed
Hfacb,rx_273,Directed
NADPHacb,rx_273,Directed
zymosterolacb,rx_273,Directed
rx_273,cholestenolacb,Directed
rx_273,NADPfacb,Directed
HMGcCoAamb,rx_274,Directed
rx_274,acetoacetateamb,Directed
rx_274,acetylcCoAamb,Directed
DHAPacb,rx_275,Directed
Hfacb,rx_275,Directed
NADHacb,rx_275,Directed
rx_275,NADfacb,Directed
rx_275,sncglycerolchcphosphateacb,Directed
PEcLD_poolacb,rx_276,Directed
serineacb,rx_276,Directed
rx_276,ethanolamineacb,Directed
rx_276,PScLD_poolacb,Directed
PScLD_poolacb,rx_277,Directed
rx_277,COhacb,Directed
rx_277,PEcLD_poolacb,Directed
nicotinamide_Dcribonucleotideacb,rx_278,Directed
PPiacb,rx_278,Directed
rx_278,nicotinamideacb,Directed
rx_278,PRPPacb,Directed
ATPacb,rx_279,Directed
nicotinamide_ribonucleosideacb,rx_279,Directed
rx_279,ADPacb,Directed
rx_279,Hfacb,Directed
rx_279,nicotinamide_Dcribonucleotideacb,Directed
ATPacb,rx_280,Directed
NADfacb,rx_280,Directed
rx_280,ADPacb,Directed
rx_280,NADPfacb,Directed
ATPanb,rx_281,Directed
Hfanb,rx_281,Directed
nicotinamide_Dcribonucleotideanb,rx_281,Directed
rx_281,NADfanb,Directed
rx_281,PPianb,Directed
Hfacb,rx_282,Directed
nicotinamideacb,rx_282,Directed
ribosechcphosphateacb,rx_282,Directed
rx_282,nicotinamide_ribonucleosideacb,Directed
rx_282,Piacb,Directed
ATPacb,rx_283,Directed
dephosphocCoAacb,rx_283,Directed
rx_283,ADPacb,Directed
rx_283,CoAacb,Directed
ATPacb,rx_284,Directed
pantothenateacb,rx_284,Directed
rx_284,ADPacb,Directed
rx_284,Dchcphosphopantothenateacb,Directed
ATPacb,rx_285,Directed
cysteineacb,rx_285,Directed
Dchcphosphopantothenateacb,rx_285,Directed
rx_285,dRechcphosphopantothenoylccysteineacb,Directed
rx_285,AMPacb,Directed
rx_285,PPiacb,Directed
dRechcphosphopantothenoylccysteineacb,rx_286,Directed
rx_286,COhacb,Directed
rx_286,phosphopantetheineacb,Directed
ATPacb,rx_287,Directed
phosphopantetheineacb,rx_287,Directed
rx_287,dephosphocCoAacb,Directed
rx_287,PPiacb,Directed
glycineamb,rx_288,Directed
NADfamb,rx_288,Directed
THFamb,rx_288,Directed
rx_288,_hghhcmethylenecTHFamb,Directed
rx_288,COhamb,Directed
rx_288,Hfamb,Directed
rx_288,NADHamb,Directed
rx_288,NHhamb,Directed
_hcformiminotetrahydrofolateacb,rx_289,Directed
Hfacb,rx_289,Directed
rx_289,_hghhcmethenylcTHFacb,Directed
rx_289,NHhacb,Directed
dihydrofolateacb,rx_290,Directed
Hfacb,rx_290,Directed
NADPHacb,rx_290,Directed
rx_290,NADPfacb,Directed
rx_290,THFacb,Directed
ATPacb,rx_291,Directed
formateacb,rx_291,Directed
THFacb,rx_291,Directed
rx_291,_hhcformylcTHFacb,Directed
rx_291,ADPacb,Directed
rx_291,Piacb,Directed
_hghhcmethenylcTHFamb,rx_292,Directed
NADHamb,rx_292,Directed
rx_292,_hghhcmethylenecTHFamb,Directed
rx_292,NADfamb,Directed
_hghhcmethylenecTHFamb,rx_293,Directed
NADPfamb,rx_293,Directed
rx_293,_hghhcmethenylcTHFamb,Directed
rx_293,NADPHamb,Directed
_hghhcmethenylcTHFacb,rx_294,Directed
HhOacb,rx_294,Directed
rx_294,_hhcformylcTHFacb,Directed
rx_294,Hfacb,Directed
_hghhcmethylenecTHFacb,rx_295,Directed
NADfacb,rx_295,Directed
rx_295,_hghhcmethenylcTHFacb,Directed
rx_295,NADHacb,Directed
formateacb,rx_296,Directed
NADfacb,rx_296,Directed
rx_296,COhacb,Directed
rx_296,Hfacb,Directed
rx_296,NADHacb,Directed
dihydrobiopterinacb,rx_297,Directed
Hfacb,rx_297,Directed
NADPHacb,rx_297,Directed
rx_297,NADPfacb,Directed
rx_297,tetrahydrobiopterinacb,Directed
_halphachydroxytetrahydrobiopterinacb,rx_298,Directed
rx_298,dihydrobiopterinacb,Directed
rx_298,HhOacb,Directed
_hcmethylcTHFacb,rx_299,Directed
dihydrobiopterinacb,rx_299,Directed
rx_299,_hghhcmethylenecTHFacb,Directed
rx_299,tetrahydrobiopterinacb,Directed
Ohacb,rx_300,Directed
tetrahydrobiopterinacb,rx_300,Directed
tryptophanacb,rx_300,Directed
rx_300,_halphachydroxytetrahydrobiopterinacb,Directed
rx_300,_hchydroxycLctryptophanacb,Directed
_hchydroxycLctryptophanacb,rx_301,Directed
rx_301,COhacb,Directed
rx_301,serotoninacb,Directed
COhacb,rx_302,Directed
HhOacb,rx_302,Directed
rx_302,Hfacb,Directed
rx_302,HCOhcacb,Directed
Nafasb,rx_303,Directed
pantothenateasb,rx_303,Directed
rx_303,Nafacb,Directed
rx_303,pantothenateacb,Directed
inositolasb,rx_304,Directed
rx_304,inositolacb,Directed
NHhacb,rx_305,Directed
rx_305,NHhasb,Directed
HhOacb,rx_306,Directed
rx_306,HhOasb,Directed
Ohasb,rx_307,Directed
rx_307,Ohacb,Directed
COhacb,rx_308,Directed
rx_308,COhasb,Directed
cystineasb,rx_309,Directed
glutamateacb,rx_309,Directed
rx_309,cystineacb,Directed
rx_309,glutamateasb,Directed
cholineasb,rx_310,Directed
rx_310,cholineacb,Directed
nicotinamideasb,rx_311,Directed
rx_311,nicotinamideacb,Directed
glucoseasb,rx_312,Directed
rx_312,glucoseacb,Directed
arginineasb,rx_313,Directed
rx_313,arginineacb,Directed
lysineasb,rx_314,Directed
rx_314,lysineacb,Directed
phenylalanineasb,rx_315,Directed
rx_315,phenylalanineacb,Directed
leucineasb,rx_316,Directed
rx_316,leucineacb,Directed
valineasb,rx_317,Directed
rx_317,valineacb,Directed
threonineasb,rx_318,Directed
rx_318,threonineacb,Directed
Hfasb,rx_319,Directed
Piasb,rx_319,Directed
rx_319,Hfacb,Directed
rx_319,Piacb,Directed
ATPacb,rx_320,Directed
HhOacb,rx_320,Directed
Kfasb,rx_320,Directed
Nafacb,rx_320,Directed
rx_320,ADPacb,Directed
rx_320,Kfacb,Directed
rx_320,Nafasb,Directed
rx_320,Piacb,Directed
HCOhcacb,rx_321,Directed
Nafacb,rx_321,Directed
rx_321,HCOhcasb,Directed
rx_321,Nafasb,Directed
ATPacb,rx_322,Directed
HhOacb,rx_322,Directed
urateacb,rx_322,Directed
rx_322,ADPacb,Directed
rx_322,Piacb,Directed
rx_322,urateasb,Directed
Nafasb,rx_323,Directed
taurineasb,rx_323,Directed
rx_323,Nafacb,Directed
rx_323,taurineacb,Directed
alanineacb,rx_324,Directed
methionineasb,rx_324,Directed
rx_324,alanineasb,Directed
rx_324,methionineacb,Directed
alanineacb,rx_325,Directed
tryptophanasb,rx_325,Directed
rx_325,alanineasb,Directed
rx_325,tryptophanacb,Directed
alanineacb,rx_326,Directed
threonineasb,rx_326,Directed
rx_326,alanineasb,Directed
rx_326,threonineacb,Directed
alanineacb,rx_327,Directed
isoleucineasb,rx_327,Directed
rx_327,alanineasb,Directed
rx_327,isoleucineacb,Directed
glutamineasb,rx_328,Directed
prolineacb,rx_328,Directed
rx_328,glutamineacb,Directed
rx_328,prolineasb,Directed
lysineasb,rx_329,Directed
ornithineacb,rx_329,Directed
rx_329,lysineacb,Directed
rx_329,ornithineasb,Directed
arginineasb,rx_330,Directed
tyrosineacb,rx_330,Directed
rx_330,arginineacb,Directed
rx_330,tyrosineasb,Directed
alanineacb,rx_331,Directed
histidineasb,rx_331,Directed
rx_331,alanineasb,Directed
rx_331,histidineacb,Directed
chlorideacb,rx_332,Directed
Kfacb,rx_332,Directed
rx_332,chlorideasb,Directed
rx_332,Kfasb,Directed
formateasb,rx_333,Directed
pyruvateacb,rx_333,Directed
rx_333,formateacb,Directed
rx_333,pyruvateasb,Directed
pyruvateacb,rx_334,Directed
retinoateasb,rx_334,Directed
rx_334,pyruvateasb,Directed
rx_334,retinoateacb,Directed
serotoninacb,rx_335,Directed
rx_335,serotoninasb,Directed
glutamineasb,rx_336,Directed
Hfacb,rx_336,Directed
Nafasb,rx_336,Directed
rx_336,glutamineacb,Directed
rx_336,Hfasb,Directed
rx_336,Nafacb,Directed
Hfacb,rx_337,Directed
Nafasb,rx_337,Directed
serineasb,rx_337,Directed
rx_337,Hfasb,Directed
rx_337,Nafacb,Directed
rx_337,serineacb,Directed
chlorideasb,rx_338,Directed
sulfateacb,rx_338,Directed
rx_338,chlorideacb,Directed
rx_338,sulfateasb,Directed
HhOhacb,rx_339,Directed
rx_339,HhOhasb,Directed
chlorideasb,rx_340,Directed
formateacb,rx_340,Directed
rx_340,chlorideacb,Directed
rx_340,formateasb,Directed
retinoateacb,rx_341,Directed
rx_341,retinoateasb,Directed
glycineasb,rx_342,Directed
Hfacb,rx_342,Directed
Nafasb,rx_342,Directed
rx_342,glycineacb,Directed
rx_342,Hfasb,Directed
rx_342,Nafacb,Directed
alloxanasb,rx_343,Directed
rx_343,alloxanacb,Directed
aspartateacb,rx_344,Directed
rx_344,aspartateasb,Directed
_hcmethylchcoxobutyrateacb,rx_345,Directed
rx_345,_hcmethylchcoxobutyrateamb,Directed
aspartateamb,rx_346,Directed
glutamateacb,rx_346,Directed
Hfacb,rx_346,Directed
rx_346,aspartateacb,Directed
rx_346,glutamateamb,Directed
rx_346,Hfamb,Directed
ferricytochrome_Camb,rx_347,Directed
HhOacb,rx_347,Directed
sulfiteacb,rx_347,Directed
rx_347,ferrocytochrome_Camb,Directed
rx_347,Hfacb,Directed
