
[O:1]=[C:2]([O-:3])/[CH:4]=[C:5](/[CH2:9][C:11](=[O:12])[O-:13])[C:6](=[O:7])[O-:8].[OH2:10]>>[O:1]=[C:2]([O-:3])[CH2:4][CH:5]([C:6](=[O:7])[OH:8])[CH:9]([OH:10])[C:11](=[O:12])[O-:13]
[O:4]=[C:3]([CH2:2][OH:1])[CH2:5][O:6][P:7](=[O:8])([OH:9])[OH:10]>>[O:1]=[CH:2][C@H:3]([OH:4])[CH2:5][O:6][P:7](=[O:8])([OH:9])[OH:10]
[CH3:1][C:2]([CH3:3])([CH2:4][O:5][P:6](=[O:7])([OH:8])[O:9][P:10](=[O:11])([OH:12])[O:13][CH2:14][C@H:15]1[O:16][C@@H:17]([n:18]2[cH:19][n:20][c:21]3[c:22]([NH2:23])[n:24][cH:25][n:26][c:27]23)[C@H:28]([OH:29])[C@@H:30]1[O:31][P:32](=[O:33])([OH:34])[OH:35])[C@@H:36]([OH:37])[C:38](=[O:39])[NH:40][CH2:41][CH2:42][C:43](=[O:44])[NH:45][CH2:46][CH2:47][SH:48].[O:86]=[C:49]([O-:50])[CH2:51][CH2:52][C:53](=[O:54])[O-:55].[NH2:56][c:57]1[n:58][cH:59][n:60][c:61]2[c:62]1[n:63][cH:64][n:65]2[C@@H:66]1[O:67][C@H:68]([CH2:69][O:70][P:71](=[O:72])([OH:73])[O:74][P:75](=[O:76])([OH:77])[O:78][P:84](=[O:83])([OH:85])[OH:87])[C@@H:79]([OH:80])[C@H:81]1[OH:82]>>[CH3:1][C:2]([CH3:3])([CH2:4][O:5][P:6](=[O:7])([OH:8])[O:9][P:10](=[O:11])([OH:12])[O:13][CH2:14][C@H:15]1[O:16][C@@H:17]([n:18]2[cH:19][n:20][c:21]3[c:22]([NH2:23])[n:24][cH:25][n:26][c:27]23)[C@H:28]([OH:29])[C@@H:30]1[O:31][P:32](=[O:33])([OH:34])[OH:35])[C@@H:36]([OH:37])[C:38](=[O:39])[NH:40][CH2:41][CH2:42][C:43](=[O:44])[NH:45][CH2:46][CH2:47][S:48][C:49](=[O:50])[CH2:51][CH2:52][C:53](=[O:54])[OH:55].[NH2:56][c:57]1[n:58][cH:59][n:60][c:61]2[c:62]1[n:63][cH:64][n:65]2[C@@H:66]1[O:67][C@H:68]([CH2:69][O:70][P:71](=[O:72])([O-:73])[O:74][P:75](=[O:76])([O-:77])[O-:78])[C@@H:79]([OH:80])[C@H:81]1[OH:82].[O:83]=[P:84]([O-:85])([O-:86])[OH:87]
[NH3+:39][CH:38]([CH2:37][CH2:36][C:34](=[O:35])[O-:31])[C:40](=[O:41])[O-:42].[NH4+:33].[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[C@@H:11]1[O:12][C@H:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[O:23][P:29](=[O:28])([OH:30])[OH:32])[C@@H:24]([OH:25])[C@H:26]1[OH:27]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[C@@H:11]1[O:12][C@H:13]([CH2:14][O:15][P:16](=[O:17])([O-:18])[O:19][P:20](=[O:21])([O-:22])[O-:23])[C@@H:24]([OH:25])[C@H:26]1[OH:27].[O:28]=[P:29]([O-:30])([O-:31])[OH:32].[NH2:33][C:34](=[O:35])[CH2:36][CH2:37][C@H:38]([NH2:39])[C:40](=[O:41])[OH:42].[H:43]

[CH2:4]=[C:5]([O:6][P:11](=[O:10])([OH:13])[OH:14])[C:7](=[O:8])[OH:9].[O:1]=[C:2]=[O:3].[OH2:12]>>[O:1]=[C:2]([OH:3])[CH2:4][C:5](=[O:6])[C:7](=[O:8])[OH:9].[O:10]=[P:11]([O-:12])([O-:13])[OH:14].[H:15]
[NH2:1][C:2](=[O:3])[c:4]1[cH:48][cH:47][cH:46][n+:6]([C@@H:7]2[O:8][C@H:9]([CH2:10][O:11][P:12](=[O:13])([OH:14])[O:15][P:16](=[O:17])([O-:18])[O:19][CH2:20][C@H:21]3[O:22][C@@H:23]([n:24]4[cH:25][n:26][c:27]5[c:28]([NH2:29])[n:30][cH:31][n:32][c:33]45)[C@H:34]([O:35][P:36](=[O:37])([OH:38])[OH:39])[C@@H:40]3[OH:41])[C@@H:42]([OH:43])[C@H:44]2[OH:45])[cH:5]1.[O:56]=[P:55]([OH:57])([OH:58])[O:54][CH2:53][C@H:52]1[O:51][CH:50]([OH:49])[C@H:63]([OH:64])[C@@H:61]([OH:62])[C@@H:59]1[OH:60]>>[NH2:1][C:2](=[O:3])[C:4]1=[CH:5][N:6]([C@@H:7]2[O:8][C@H:9]([CH2:10][O:11][P:12](=[O:13])([O-:14])[O:15][P:16](=[O:17])([O-:18])[O:19][CH2:20][C@H:21]3[O:22][C@@H:23]([n:24]4[cH:25][n:26][c:27]5[c:28]([NH2:29])[n:30][cH:31][n:32][c:33]45)[C@H:34]([O:35][P:36](=[O:37])([O-:38])[OH:39])[C@@H:40]3[OH:41])[C@@H:42]([OH:43])[C@H:44]2[OH:45])[CH:46]=[CH:47][CH2:48]1.[O:49]=[C:50]1[O:51][C@H:52]([CH2:53][O:54][P:55](=[O:56])([OH:57])[OH:58])[C@@H:59]([OH:60])[C@H:61]([OH:62])[C@H:63]1[OH:64].[H:65]
[O:13]=[C:14]([CH2:15][OH:16])[C@@H:17]([OH:18])[C@H:19]([OH:20])[C@H:21]([OH:22])[C@H:5]([OH:6])[CH2:7][O:8][P:9](=[O:10])([OH:11])[OH:12].[O:1]=[CH:2][C@H:3]([OH:4])[CH2:23][O:24][P:25](=[O:26])([OH:27])[OH:28]>>[O:1]=[CH:2][C@H:3]([OH:4])[C@H:5]([OH:6])[CH2:7][O:8][P:9](=[O:10])([OH:11])[OH:12].[O:13]=[C:14]([CH2:15][OH:16])[C@@H:17]([OH:18])[C@H:19]([OH:20])[C@H:21]([OH:22])[CH2:23][O:24][P:25](=[O:26])([OH:27])[OH:28]
[O:38]=[C:39]([OH:40])[CH2:28][C:29](=[O:34])[C:35](=[O:36])[OH:37].[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[C@@H:11]1[O:12][C@H:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[O:19][P:20](=[O:21])([OH:22])[O:30][P:31](=[O:32])([OH:33])[OH:23])[C@@H:24]([OH:25])[C@H:26]1[OH:27]>>[NH2:1][c:2]1[n:3][cH:4][n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[C@@H:11]1[O:12][C@H:13]([CH2:14][O:15][P:16](=[O:17])([O-:18])[O:19][P:20](=[O:21])([O-:22])[O-:23])[C@@H:24]([OH:25])[C@H:26]1[OH:27].[CH2:28]=[C:29]([O:30][P:31](=[O:32])([OH:33])[OH:34])[C:35](=[O:36])[OH:37].[O:38]=[C:39]=[O:40]

