met_id
"(-)-trans-carveol[c]"
"(-)-trans-carveol[s]"
"(+)-alpha-pinene[c]"
"(+)-alpha-pinene[s]"
"(10Z)-heptadecenoic acid[c]"
"(10Z)-heptadecenoic acid[l]"
"(10Z)-heptadecenoic acid[r]"
"(10Z)-heptadecenoic acid[s]"
"(10Z)-heptadecenoyl-CoA[c]"
"(10Z)-heptadecenoyl-CoA[m]"
"(10Z)-heptadecenoyl-CoA[r]"
"(11R)-HPETE[c]"
"(11Z)-docosenoyl-CoA[c]"
"(11Z)-docosenoyl-CoA[m]"
"(11Z)-docosenoyl-CoA[r]"
"(11Z)-eicosenoyl-CoA[c]"
"(11Z)-eicosenoyl-CoA[m]"
"(11Z)-eicosenoyl-CoA[p]"
"(11Z)-eicosenoyl-CoA[r]"
"(11Z,14Z)-eicosadienoic acid[c]"
"(11Z,14Z)-eicosadienoic acid[l]"
"(11Z,14Z)-eicosadienoic acid[r]"
"(11Z,14Z)-eicosadienoic acid[s]"
"(11Z,14Z)-eicosadienoyl-CoA[c]"
"(11Z,14Z)-eicosadienoyl-CoA[m]"
"(11Z,14Z)-eicosadienoyl-CoA[r]"
"(11Z,14Z,17Z)-eicosatrienoic acid[c]"
"(11Z,14Z,17Z)-eicosatrienoic acid[l]"
"(11Z,14Z,17Z)-eicosatrienoic acid[r]"
"(11Z,14Z,17Z)-eicosatrienoic acid[s]"
"(11Z,14Z,17Z)-eicosatrienoylcarnitine[c]"
"(11Z,14Z,17Z)-eicosatrienoylcarnitine[m]"
"(11Z,14Z,17Z)-eicosatrienoylcarnitine[r]"
"(11Z,14Z,17Z)-eicosatrienoyl-CoA[c]"
"(11Z,14Z,17Z)-eicosatrienoyl-CoA[m]"
"(11Z,14Z,17Z)-eicosatrienoyl-CoA[r]"
"(13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoate[c]"
"(13E)-tetranor-16-carboxy-LTE4[p]"
"(13E)-tetranor-16-oxo-16-CoA-LTE4[p]"
"(13Z)-docosenoyl-CoA[c]"
"(13Z)-docosenoyl-CoA[m]"
"(13Z)-docosenoyl-CoA[p]"
"(13Z)-docosenoyl-CoA[r]"
"(13Z)-eicosenoic acid[c]"
"(13Z)-eicosenoic acid[l]"
"(13Z)-eicosenoic acid[r]"
"(13Z)-eicosenoic acid[s]"
"(13Z)-eicosenoyl-CoA[c]"
"(13Z)-eicosenoyl-CoA[m]"
"(13Z)-eicosenoyl-CoA[p]"
"(13Z)-eicosenoyl-CoA[r]"
"(13Z)-octadecenoic acid[c]"
"(13Z)-octadecenoic acid[l]"
"(13Z)-octadecenoic acid[r]"
"(13Z)-octadecenoic acid[s]"
"(13Z)-octadecenoyl-CoA[c]"
"(13Z)-octadecenoyl-CoA[m]"
"(13Z)-octadecenoyl-CoA[r]"
"(13Z,16Z)-docosadienoic acid[c]"
"(13Z,16Z)-docosadienoic acid[l]"
"(13Z,16Z)-docosadienoic acid[r]"
"(13Z,16Z)-docosadienoic acid[s]"
"(13Z,16Z)-docosadienoylcarnitine[c]"
"(13Z,16Z)-docosadienoylcarnitine[m]"
"(13Z,16Z)-docosadienoylcarnitine[r]"
"(13Z,16Z)-docosadienoyl-CoA[c]"
"(13Z,16Z)-docosadienoyl-CoA[m]"
"(13Z,16Z)-docosadienoyl-CoA[r]"
"(15Z)-tetracosenoylcarnitine[c]"
"(15Z)-tetracosenoylcarnitine[r]"
"(15Z)-tetracosenoyl-CoA[c]"
"(15Z)-tetracosenoyl-CoA[p]"
"(15Z)-tetracosenoyl-CoA[r]"
"(18E)-20-oxo-20-CoA-LTB4[m]"
"(18E)-20-oxo-20-CoA-LTB4[p]"
"(18E)-20-oxo-20-CoA-LTE4[p]"
"(18R)-HEPE[c]"
"(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic acid[c]"
"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol[c]"
"(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene[c]"
"(1R,2S)-naphthalene 1,2-oxide[c]"
"(1R,2S)-naphthalene 1,2-oxide[s]"
"(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene[c]"
"(1S,2R)-naphthalene 1,2-oxide[c]"
"(24R)-24,25-dihydroxycalciol[c]"
"(24R)-24,25-dihydroxycalciol[m]"
"(24R)-24,25-dihydroxycalciol[s]"
"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA[m]"
"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA[p]"
"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA[p]"
"(2E)-decenoyl-[ACP][c]"
"(2E)-decenoyl-CoA[m]"
"(2E)-decenoyl-CoA[p]"
"(2E)-docosenoyl-CoA[c]"
"(2E)-docosenoyl-CoA[m]"
"(2E)-docosenoyl-CoA[p]"
"(2E)-dodecenoyl-[ACP][c]"
"(2E)-dodecenoyl-CoA[m]"
"(2E)-dodecenoyl-CoA[p]"
"(2E)-eicosenoyl-CoA[c]"
"(2E)-eicosenoyl-CoA[m]"
"(2E)-eicosenoyl-CoA[p]"
"(2E)-heneicosenoyl-CoA[c]"
"(2E)-heneicosenoyl-CoA[m]"
"(2E)-heptadecenoyl-[ACP][c]"
"(2E)-heptadecenoyl-CoA[m]"
"(2E)-heptenoyl-[ACP][c]"
"(2E)-heptenoyl-CoA[m]"
"(2E)-hexacosenoyl-CoA[c]"
"(2E)-hexacosenoyl-CoA[p]"
"(2E)-hexadecenoyl-[ACP][c]"
"(2E)-hexadecenoyl-CoA[m]"
"(2E)-hexadecenoyl-CoA[p]"
"(2E)-hexenoyl-[ACP][c]"
"(2E)-hexenoyl-CoA[m]"
"(2E)-hexenoyl-CoA[p]"
"(2E)-nonadecenoyl-CoA[c]"
"(2E)-nonadecenoyl-CoA[m]"
"(2E)-nonenoyl-[ACP][c]"
"(2E)-nonenoyl-CoA[m]"
"(2E)-octadecenoyl-CoA[c]"
"(2E)-octadecenoyl-CoA[m]"
"(2E)-octadecenoyl-CoA[p]"
"(2E)-octenoyl-[ACP][c]"
"(2E)-octenoyl-CoA[m]"
"(2E)-octenoyl-CoA[p]"
"(2E)-pentadecenoyl-[ACP][c]"
"(2E)-pentadecenoyl-CoA[m]"
"(2E)-pentenoyl-[ACP][c]"
"(2E)-pentenoyl-CoA[m]"
"(2E)-tetracosenoyl-CoA[c]"
"(2E)-tetracosenoyl-CoA[p]"
"(2E)-tetradecenoyl-[ACP][c]"
"(2E)-tetradecenoyl-CoA[m]"
"(2E)-tetradecenoyl-CoA[p]"
"(2E)-tricosenoyl-CoA[c]"
"(2E)-tridecenoyl-[ACP][c]"
"(2E)-tridecenoyl-CoA[m]"
"(2E)-undecenoyl-[ACP][c]"
"(2E)-undecenoyl-CoA[m]"
"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA[m]"
"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA[p]"
"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA[m]"
"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA[p]"
"(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c]"
"(2R)-pristanoyl-CoA[p]"
"(2R,6R,10R)-trimethyl-hendecanoyl-CoA[p]"
"(2R,6S,10S)-pristanate[p]"
"(2S)-pristanoyl-CoA[p]"
"(2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA[p]"
"(2S,6R,10R)-trimethyl-hendecanoyl-CoA[p]"
"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA[m]"
"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA[p]"
"(3S)-3-hydroxydodec-cis-6-enoyl-CoA[m]"
"(3S)-3-hydroxydodec-cis-6-enoyl-CoA[p]"
"(3S)-3-hydroxylinoleoyl-CoA[m]"
"(3S)-3-hydroxylinoleoyl-CoA[p]"
"(3S)-citramalyl-CoA[m]"
"(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA[c]"
"(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA[c]"
"(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA[c]"
"(3Z)-dodecenoyl-CoA[m]"
"(3Z)-dodecenoyl-CoA[p]"
"(3Z,7Z,10Z)-hexadecatrienoyl-CoA[m]"
"(3Z,7Z,10Z)-hexadecatrienoyl-CoA[p]"
"(4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA[p]"
"(4Z,7Z,10Z)-hexadecatrienoyl-CoA[m]"
"(4Z,7Z,10Z)-hexadecatrienoyl-CoA[p]"
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[c]"
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[m]"
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[r]"
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c]"
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[m]"
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[p]"
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[r]"
"(4Z,7Z,10Z,13Z,16Z)-DPA[c]"
"(4Z,7Z,10Z,13Z,16Z)-DPA[l]"
"(4Z,7Z,10Z,13Z,16Z)-DPA[r]"
"(4Z,7Z,10Z,13Z,16Z)-DPA[s]"
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c]"
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[m]"
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[p]"
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[r]"
"(5)ppPur-mRNA[c]"
"(5-L-glutamyl)-L-amino acid[s]"
"(5S,6S)-epoxy-(15R)-hydroxy-ETE[c]"
"(5S,6S)-epoxy-(15R)-hydroxy-ETE[p]"
"(5S,6S)-epoxy-(15R)-hydroxy-ETE[r]"
"(5Z)-dodecenoyl-CoA[m]"
"(5Z)-dodecenoyl-CoA[p]"
