x y n z
1 0.01509433962264151 4 0.9761573790969172
1 0.01509433962264151 4 1.0285239941434576
1 0.01509433962264151 4 1.0443328051267988
1 0.01509433962264151 4 1.0301428953782095
1 0.01509433962264151 4 1.0903337505926842
1 0.01509433962264151 4 1.0562900516185443
1 0.01509433962264151 4 0.8106702260612215
1 0.018867924528301886 5 0.9058791983387644
1 0.018867924528301886 5 1.05593338218101
1 0.018867924528301886 5 0.8294122310033082
1 0.018867924528301886 5 1.0868251109512332
1 0.018867924528301886 5 0.9631627964760802
1 0.018867924528301886 5 0.8625294877118742
1 0.018867924528301886 5 1.0182365471534582
1 0.01509433962264151 4 0.9901958854465184
1 0.01509433962264151 4 0.7259876638341471
1 0.01509433962264151 4 0.9842632446444582
1 0.01509433962264151 4 0.9566142274569126
1 0.01509433962264151 4 1.075653503181268
1 0.022641509433962263 6 1.0333503455660755
1 0.022641509433962263 6 0.7322715248424417
1 0.018867924528301886 5 0.9211495320108389
1 0.018867924528301886 5 0.9462279498870854
1 0.018867924528301886 5 0.8992561404078125
1 0.018867924528301886 5 0.9620209698591818
1 0.018867924528301886 5 0.843182534835449
1 0.018867924528301886 5 1.0278409843951715
1 0.018867924528301886 5 1.0274203346611226
1 0.022641509433962263 6 1.052272016683102
1 0.022641509433962263 6 0.951161333466845
2 0.022245762711864406 21 2.0878221957113228
2 0.037076271186440676 35 2.0242776759414705
2 0.03283898305084746 31 1.7883009069093716
2 0.03283898305084746 31 2.026876545664657
2 0.03283898305084746 31 2.0510428251136186
2 0.03283898305084746 31 2.1782571209628774
2 0.00847457627118644 8 2.0762477929928247
2 0.0031779661016949155 3 1.722889333722915
2 0.00211864406779661 2 2.0070027557378447
2 0.00211864406779661 2 2.0612625329540997
2 0.00211864406779661 2 2.1542079631698825
2 0.00211864406779661 2 2.1121770652859446
2 0.00211864406779661 2 1.9531977013896904
2 0.00847457627118644 8 1.9396561452334522
2 0.020127118644067795 19 2.0518658826373595
2 0.005296610169491525 5 1.8636521423120076
2 0.020127118644067795 19 2.1050004092860233
2 0.0031779661016949155 3 2.036724561698957
2 0.0031779661016949155 3 2.0500960470108387
2 0.024364406779661018 23 1.9377488836597687
2 0.006355932203389831 6 2.0139777525199127
2 0.006355932203389831 6 2.0382490576440566
2 0.006355932203389831 6 2.193197486602413
2 0.006355932203389831 6 2.147092053606583
2 0.036016949152542374 34 2.1412613210846425
2 0.03177966101694915 30 1.8997424673475232
2 0.03177966101694915 30 2.0304635436065084
2 0.03177966101694915 30 2.1070214579342084
2 0.03177966101694915 30 1.8698276065006278
2 0.005296610169491525 5 2.068639024097771
2 0.0031779661016949155 3 2.089274774027033
2 0.005296610169491525 5 1.8458329311817816
2 0.005296610169491525 5 2.093325246091004
2 0.005296610169491525 5 2.0630531505741483
2 0.005296610169491525 5 1.9310112225798264
2 0.005296610169491525 5 2.0144490355379983
2 0.005296610169491525 5 1.9550025414503986
2 0.005296610169491525 5 2.0755044642695917
2 0.00211864406779661 2 1.8907452388291284
2 0.00211864406779661 2 2.019225987562633
2 0.00211864406779661 2 1.9073369806858027
2 0.00211864406779661 2 2.0697420628814673
2 0.00211864406779661 2 2.0834788875707124
2 0.00211864406779661 2 1.9033710731059403
2 0.00211864406779661 2 2.17692941991087
2 0.005296610169491525 5 2.03982991146958
2 0.01059322033898305 10 2.0138227699381877
2 0.037076271186440676 35 1.953031346453731
2 0.03283898305084746 31 1.915046011432723
2 0.03283898305084746 31 2.0116573573719165
2 0.03283898305084746 31 2.0187688463924167
2 0.03283898305084746 31 1.8673018945596778
2 0.00211864406779661 2 2.0394957724294587
2 0.005296610169491525 5 1.9770699768269013
2 0.00423728813559322 4 1.9740133127024946
2 0.00423728813559322 4 1.8809885866328777
2 0.00423728813559322 4 1.9558545585696896
2 0.00423728813559322 4 1.8893236568038474
2 0.00423728813559322 4 2.1033930241707184
2 0.00423728813559322 4 1.991621078444012
2 0.00423728813559322 4 1.998713253940201
2 0.00211864406779661 2 2.0698158254624652
2 0.00211864406779661 2 1.9566108497256263
2 0.00211864406779661 2 2.0214989942512887
2 0.00211864406779661 2 1.9825173180826448
2 0.006355932203389831 6 1.8764488702638045
2 0.006355932203389831 6 1.9848844776934451
2 0.006355932203389831 6 2.019326291751654
2 0.006355932203389831 6 2.067186943054576
2 0.009533898305084746 9 2.2057211360115163
2 0.009533898305084746 9 1.854104828498075
2 0.038135593220338986 36 1.8944775992607021
2 0.0031779661016949155 3 2.088601846398213
2 0.0031779661016949155 3 2.0434771246237764
2 0.00211864406779661 2 1.8950665229562804
2 0.00211864406779661 2 2.022402914925352
2 0.00211864406779661 2 1.9808575750064268
2 0.00211864406779661 2 2.149080371898975
2 0.00211864406779661 2 1.8806271351848731
2 0.00211864406779661 2 2.020555878521847
2 0.00211864406779661 2 1.9638858030573876
2 0.00423728813559322 4 1.9113646746173585
2 0.00423728813559322 4 2.044220590839693
2 0.00423728813559322 4 1.8645480154173337
2 0.00423728813559322 4 2.0238232066503015
2 0.00211864406779661 2 1.8360641808292284
2 0.00211864406779661 2 2.0189365216487287
2 0.00211864406779661 2 2.113109951414247
2 0.00211864406779661 2 1.9954774811614526
2 0.00211864406779661 2 2.043434337329767
2 0.00211864406779661 2 2.0122755976627404
2 0.00211864406779661 2 2.1261190536210757
